#BGC Name	Clan Number	Family Number
SMGC_247.c00003_NODE_3_...region001	2936	3034
LK417_2.region002	2936	3035
LK428_6.region001	2936	3035
LK524_21.region001	2936	3035
SMGC_20.c00022_NODE_26...region001	2936	3035
SMGC_240.c00004_NODE_4_...region001	2936	3035
SMGC_243.c00006_NODE_6_...region001	2936	3035
SMGC_244.c00002_NODE_2_...region002	2936	3035
SMGC_247.c00005_NODE_5_...region001	2936	3035
SMGC_57.c00003_NODE_5_...region001	2936	3035
LK1009_36.region001	2936	3057
LK1018_15.region001	2936	3057
LK1019_21.region001	2936	3057
LK1026_30.region001	2936	3057
LK1036_15.region001	2936	3057
LK1049_10.region001	2936	3057
LK1053_13.region001	2936	3057
LK1056_10.region001	2936	3057
LK1072_36.region001	2936	3057
LK1073_6.region001	2936	3057
LK1090_27.region001	2936	3057
LK1099_76.region001	2936	3057
LK1106_20.region001	2936	3057
LK1145_2.region001	2936	3057
LK1147_15.region001	2936	3057
LK1173_10.region001	2936	3057
LK1207_17.region001	2936	3057
LK1224_31.region001	2936	3057
LK1231_26.region001	2936	3057
LK1275_36.region001	2936	3057
LK1306_5.region001	2936	3057
LK1330_8.region001	2936	3057
LK1334_10.region001	2936	3057
LK1380_64.region001	2936	3057
LK1382_15.region001	2936	3057
LK1383_17.region001	2936	3057
LK1384_26.region001	2936	3057
LK1390_16.region001	2936	3057
LK1393_15.region001	2936	3057
LK402_13.region001	2936	3057
LK408_1.region001	2936	3057
LK409_9.region001	2936	3057
LK426_20.region001	2936	3057
LK430_17.region001	2936	3057
LK441_60.region001	2936	3057
LK443_8.region001	2936	3057
LK455_77.region001	2936	3057
LK467_12.region001	2936	3057
LK508_15.region001	2936	3057
LK569_12.region001	2936	3057
LK661_42.region001	2936	3057
LK705_5.region001	2936	3057
LK719_2.region001	2936	3057
LK792_10.region001	2936	3057
LK941_13.region001	2936	3057
LK444_2.region002	2936	3066
SMGC_122.c00008_NODE_44...region001	2936	3066
SMGC_301.c00006_NODE_6_...region001	2936	3066
SMGC_87.c00001_NODE_1_...region003	2936	3066
SMGC_89.c00018_NODE_18...region001	2936	3066
LK464_2.region001	2936	3076
LK464_2.region002	2936	3077
LK464_35.region001	2936	3078
LK464_37.region001	2936	3079
LK464_39.region001	2936	3080
LK464_43.region001	2936	3081
LK464_5.region001	2936	3082
LK464_6.region001	2936	3083
LK464_7.region001	2936	3084
LK466_7.region001	2936	3086
LK561_23.region001	2936	3086
SMGC_86.c00011_NODE_11...region002	2936	3086
SMGC_87.c00001_NODE_1_...region001	2936	3086
LK466_7.region002	2936	3087
LK561_20.region001	2936	3087
SMGC_86.c00011_NODE_11...region001	2936	3087
SMGC_87.c00001_NODE_1_...region002	2936	3087
LK1116_7.region001	2936	3097
LK1136_6.region001	2936	3097
LK1137_10.region001	2936	3097
LK470_7.region001	2936	3097
LK523_3.region001	2936	3097
LK533_7.region001	2936	3097
SMGC_241.c00001_gnlNIS...region001	2936	3097
LK1237_1.region001	2936	3101
LK1250_1.region001	2936	3101
LK478_3.region001	2936	3101
LK698_6.region001	2936	3101
SMGC_3.c00012_NODE_39...region001	2936	3101
SMGC_96.c00027_NODE_27...region001	2936	3101
LK1237_36.region001	2936	3102
LK1250_31.region001	2936	3102
LK478_6.region001	2936	3102
LK698_13.region001	2936	3102
SMGC_96.c00017_NODE_17...region001	2936	3102
LK1021_31.region001	2936	3103
LK1055_2.region001	2936	3103
LK478_75.region001	2936	3103
LK934_3.region001	2936	3103
SMGC_3.c00024_NODE_73...region001	2936	3103
LK479_1.region001	2936	3104
LK479_12.region001	2936	3105
LK479_2.region001	2936	3106
LK479_2.region002	2936	3107
LK479_20.region001	2936	3108
LK479_34.region001	2936	3109
LK479_4.region001	2936	3110
LK479_5.region001	2936	3111
LK479_6.region001	2936	3112
LK479_7.region001	2936	3113
LK479_7.region002	2936	3114
LK479_9.region001	2936	3115
LK485_106.region001	2936	3116
LK485_18.region001	2936	3117
LK485_21.region001	2936	3118
LK485_34.region001	2936	3119
LK485_67.region001	2936	3120
LK485_76.region001	2936	3121
LK494_1.region001	2936	3128
LK518_13.region001	2936	3136
LK518_4.region001	2936	3137
LK518_61.region001	2936	3138
LK524_39.region001	2936	3152
BGC0000308	2936	3153
LK524_6.region001	2936	3153
LK729_7.region001	2936	3153
SMGC_235.c00001_NODE_1_...region003	2936	3153
SMGC_354.c00001_NODE_1_...region003	2936	3153
LK1116_9.region001	2936	3155
LK1136_8.region001	2936	3155
LK1137_13.region001	2936	3155
LK1255_2.region001	2936	3155
LK470_14.region001	2936	3155
LK523_8.region001	2936	3155
LK533_10.region001	2936	3155
LK729_17.region001	2936	3155
SMGC_20.c00024_NODE_28...region001	2936	3155
SMGC_241.c00001_gnlNIS...region003	2936	3155
SMGC_286.c00025_NODE_46...region001	2936	3155
SMGC_354.c00004_NODE_6_...region001	2936	3155
SMGC_356.c00003_NODE_3_...region001	2936	3155
LK1116_5.region001	2936	3156
LK1136_2.region001	2936	3156
LK1137_20.region001	2936	3156
LK413_6.region001	2936	3156
LK470_15.region001	2936	3156
LK523_12.region001	2936	3156
LK533_3.region001	2936	3156
SMGC_20.c00002_NODE_3_...region001	2936	3156
SMGC_241.c00001_gnlNIS...region002	2936	3156
SMGC_286.c00049_NODE_86...region001	2936	3156
SMGC_356.c00003_NODE_3_...region002	2936	3156
SMGC_357.c00002_NODE_2_...region002	2936	3156
LK1116_8.region001	2936	3158
LK1136_5.region001	2936	3158
LK1137_9.region001	2936	3158
LK470_10.region001	2936	3158
LK523_7.region001	2936	3158
LK524_24.region001	2936	3158
LK533_8.region001	2936	3158
LK729_29.region001	2936	3158
SMGC_20.c00018_NODE_17...region001	2936	3158
SMGC_240.c00008_NODE_8_...region001	2936	3158
SMGC_241.c00001_gnlNIS...region004	2936	3158
SMGC_242.c00012_NODE_12...region001	2936	3158
SMGC_245.c00007_NODE_7_...region001	2936	3158
SMGC_247.c00007_NODE_7_...region001	2936	3158
SMGC_353.c00044_NODE_73...region001	2936	3158
SMGC_354.c00011_NODE_27...region001	2936	3158
SMGC_356.c00012_NODE_12...region001	2936	3158
SMGC_532.c00067_NODE_66...region001	2936	3158
SMGC_57.c00005_NODE_9_...region001	2936	3158
LK538_1.region002	2936	3160
LK538_25.region001	2936	3161
SMGC_299.c00026_NODE_11...region001	2936	3161
LK538_6.region001	2936	3162
SMGC_299.c00051_NODE_21...region001	2936	3162
LK561_25.region001	2936	3177
LK572_17.region001	2936	3190
LK572_31.region001	2936	3192
SMGC_63.c00121_NODE_15...region001	2936	3192
LK572_4.region001	2936	3193
LK570_1.region002	2936	3196
LK583_14.region001	2936	3196
LK591_11.region001	2936	3196
LK894_1.region001	2936	3196
SMGC_266.c00037_NODE_13...region001	2936	3196
LK1198_4.region001	2936	3197
LK494_1.region002	2936	3197
LK570_1.region001	2936	3197
LK583_15.region001	2936	3197
LK591_2.region001	2936	3197
LK894_6.region001	2936	3197
SMGC_120.c00008_NODE_89...region001	2936	3197
SMGC_266.c00071_NODE_30...region001	2936	3197
SMGC_335.c00008_NODE_8_...region001	2936	3197
SMGC_409.c00039_NODE_40...region001	2936	3197
LK570_14.region001	2936	3198
LK583_19.region001	2936	3198
SMGC_120.c00177_NODE_30...region001	2936	3198
SMGC_267.c00085_NODE_21...region001	2936	3198
LK583_2.region001	2936	3199
LK591_30.region001	2936	3199
LK894_2.region001	2936	3199
SMGC_120.c00040_NODE_27...region001	2936	3199
SMGC_192.c00559_NODE_10...region001	2936	3199
LK591_21.region001	2936	3202
SMGC_266.c00036_NODE_13...region001	2936	3202
LK617_1.region001	2936	3205
LK617_2.region001	2936	3206
LK712_100.region001	2936	3249
LK712_12.region001	2936	3250
LK712_14.region001	2936	3251
LK712_43.region001	2936	3252
LK712_44.region001	2936	3253
LK712_45.region001	2936	3254
LK712_60.region001	2936	3255
LK712_69.region001	2936	3256
LK712_72.region001	2936	3257
LK712_8.region001	2936	3258
LK712_94.region001	2936	3259
LK716_2.region001	2936	3261
LK716_3.region001	2936	3262
LK716_5.region001	2936	3264
LK716_7.region001	2936	3265
SMGC_98.c00007_NODE_7_...region001	2936	3265
LK894_1.region002	2936	3287
BGC0000836	2936	3289
LK1198_25.region001	2936	3289
LK570_3.region001	2936	3289
LK894_4.region001	2936	3289
SMGC_335.c00004_NODE_4_...region001	2936	3289
LK904_149.region001	2936	3292
LK1027_72.region001	2936	3293
LK1301_47.region001	2936	3293
LK1363_69.region001	2936	3293
LK904_21.region001	2936	3293
SMGC_303.c00062_NODE_24...region001	2936	3293
SMGC_329.c00018_NODE_57...region001	2936	3293
LK1027_31.region001	2936	3294
LK1301_27.region001	2936	3294
LK1363_25.region001	2936	3294
LK904_36.region001	2936	3294
SMGC_303.c00115_NODE_42...region001	2936	3294
SMGC_329.c00015_NODE_45...region001	2936	3294
LK904_48.region001	2936	3295
LK904_7.region001	2936	3297
LK930_6.region001	2936	3301
SMGC_182.c00002_NODE_2_...region001	2936	3301
LK488_36.region001	2936	3308
LK935_22.region001	2936	3308
SMGC_164.c00070_NODE_16...region001	2936	3308
SMGC_292.c00033_NODE_15...region001	2936	3308
LK936_19.region001	2936	3311
LK938_51.region001	2936	3316
LK938_71.region001	2936	3317
LK941_11.region001	2936	3318
LK941_25.region001	2936	3321
LK1059_6.region001	2936	3325
LK1346_3.region002	2936	3325
LK519_5.region001	2936	3325
LK672_6.region001	2936	3325
LK871_2.region001	2936	3325
LK942_2.region001	2936	3325
SMGC_256.c00079_NODE_73...region001	2936	3325
LK1030_17.region001	2936	3326
LK1041_17.region001	2936	3326
LK1059_5.region001	2936	3326
LK1239_3.region001	2936	3326
LK1270_17.region001	2936	3326
LK1346_3.region001	2936	3326
LK1362_7.region001	2936	3326
LK1366_4.region001	2936	3326
LK411_16.region001	2936	3326
LK519_17.region001	2936	3326
LK672_14.region001	2936	3326
LK687_21.region001	2936	3326
LK871_2.region002	2936	3326
LK936_14.region001	2936	3326
LK942_2.region002	2936	3326
LK950_15.region001	2936	3326
LK955_10.region001	2936	3326
LK956_1.region001	2936	3326
SMGC_264.c00003_NODE_8_...region001	2936	3326
SMGC_395.c00004_NODE_18...region001	2936	3326
LK1030_12.region001	2936	3327
LK1041_8.region001	2936	3327
LK1059_45.region001	2936	3327
LK1239_4.region001	2936	3327
LK1270_2.region001	2936	3327
LK1346_8.region001	2936	3327
LK1362_1.region001	2936	3327
LK1366_5.region001	2936	3327
LK411_4.region001	2936	3327
LK519_3.region001	2936	3327
LK672_19.region001	2936	3327
LK687_4.region001	2936	3327
LK871_5.region001	2936	3327
LK936_21.region001	2936	3327
LK942_20.region001	2936	3327
LK950_12.region001	2936	3327
LK955_9.region001	2936	3327
LK956_18.region001	2936	3327
SMGC_256.c00006_NODE_28...region001	2936	3327
LK945_114.region001	2936	3330
LK945_131.region001	2936	3331
LK945_133.region001	2936	3332
LK945_173.region001	2936	3333
LK945_174.region001	2936	3334
LK945_195.region001	2936	3335
LK945_20.region001	2936	3336
LK945_200.region001	2936	3337
LK945_25.region001	2936	3339
LK945_30.region001	2936	3340
LK945_302.region001	2936	3341
BGC0000679	2936	3342
BGC0001848	2936	3342
LK945_315.region001	2936	3342
LK945_323.region001	2936	3343
LK945_331.region001	2936	3344
LK945_339.region001	2936	3345
LK945_344.region001	2936	3346
LK945_35.region001	2936	3347
LK945_399.region001	2936	3348
LK945_40.region001	2936	3349
LK945_41.region001	2936	3350
LK945_431.region001	2936	3351
LK945_48.region001	2936	3353
LK945_5.region001	2936	3355
LK945_519.region001	2936	3356
LK945_52.region001	2936	3357
LK945_445.region001	2936	3358
LK945_484.region001	2936	3358
LK945_526.region001	2936	3358
LK945_59.region001	2936	3359
LK945_6.region001	2936	3360
LK945_63.region001	2936	3361
LK945_7.region001	2936	3362
LK945_83.region001	2936	3363
LK945_85.region001	2936	3364
BGC0001077	2936	3365
BGC0002362	2936	3365
LK945_93.region001	2936	3365
LK945_96.region001	2936	3366
LK948_15.region001	2936	3371
SMGC_88.c00019_NODE_19...region001	2936	3371
LK949_118.region001	2936	3374
LK949_56.region001	2936	3378
LK1046_55.region001	2936	3379
LK1277_3.region001	2936	3379
LK439_10.region001	2936	3379
LK949_6.region001	2936	3379
LK951_92.region001	2936	3379
SMGC_315.c00025_NODE_48...region001	2936	3379
LK952_1.region001	2936	3394
SMGC_79.c00006_NODE_6_...region001	2936	3394
SMGC_81.c00012_NODE_12...region001	2936	3394
LK952_2.region001	2936	3396
LK952_6.region001	2936	3397
LK960_53.region001	2936	3409
LK1031_14.region001	2936	3418
LK1092_19.region001	2936	3418
LK1278_4.region001	2936	3418
LK639_9.region001	2936	3418
LK975_1.region001	2936	3418
LK984_2.region001	2936	3418
LK1006_28.region001	2936	3419
LK1031_111.region001	2936	3419
LK1046_54.region001	2936	3419
LK1092_50.region001	2936	3419
LK1277_56.region001	2936	3419
LK1278_29.region001	2936	3419
LK639_44.region001	2936	3419
LK949_13.region001	2936	3419
