"acc","assay_type","bioproject","biosample_link","cANI","collection_date_sam","containment","geo_loc_name_country_calc","lat_lon","organism"
"SRR13959605","WGS","PRJNA695572","https://www.ncbi.nlm.nih.gov/biosample/SAMN18297672","0.9","2019-01-03","0.12","China","[39.9042,116.4074]","sediment metagenome"
"SRR1632379","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN03025640","0.97","2013-03-14","0.49","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR1631538","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN03025614","0.92","2013-02-14","0.16","USA","[38.984652,-77.094709]","human skin metagenome"
"ERR6688903","WGS","PRJEB47459","https://www.ncbi.nlm.nih.gov/biosample/SAMEA9926163","0.93","NP","0.23","uncalculated","NP","human metagenome"
"SRR407549","OTHER","NP","https://www.ncbi.nlm.nih.gov/biosample/SAMN00788610","0.93","NP","0.21","NP","NP","soil metagenome"
"SRR4242551","WGS","PRJNA343018","https://www.ncbi.nlm.nih.gov/biosample/SAMN05772500","0.91","NP","0.12","Russia","[68.7166,158.9]","permafrost metagenome"
"SRR3954469","WGS","PRJNA330069","https://www.ncbi.nlm.nih.gov/biosample/SAMN05422225","0.93","2008-12-31","0.23","USA","[38.99297339,-123.0674491]","soil metagenome"
"SRR8552915","WGS","PRJNA518569","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864328","0.91","2017-05-09","0.13","USA","[38.9206,-106.9489]","soil metagenome"
"SRR1631043","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN03025570","0.93","2013-01-16","0.22","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR3187766","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN04360074","0.91","2014-04-02","0.14","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR11613413","WGS","PRJNA620819","https://www.ncbi.nlm.nih.gov/biosample/SAMN14510759","0.93","2017-07-17","0.2","USA","[26.6591,-80.6279]","soil metagenome"
"SRR9722238","WGS","PRJNA555626","https://www.ncbi.nlm.nih.gov/biosample/SAMN12324940","0.9","NP","0.11","Brazil","[-18.202541,-43.571691]","soil metagenome"
"SRR13608716","WGS","PRJNA693684","https://www.ncbi.nlm.nih.gov/biosample/SAMN17394065","0.91","2019-04-20","0.14","United Kingdom","[""not applicable""]","metagenome"
"SRR17247033","OTHER","PRJNA789344","https://www.ncbi.nlm.nih.gov/biosample/SAMN24109465","0.9","2019-10-01","0.12","uncalculated","[""missing""]","soil metagenome"
"ERR688344","WGS","PRJEB7840","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3140932","0.9","2012-05-21","0.11","Australia","NP","metagenome"
"SRR17548782","WGS","PRJNA604820","https://www.ncbi.nlm.nih.gov/biosample/SAMN21207569","0.93","2019-02-05","0.22","USA","[38.984652,-77.094709]","human skin metagenome"
"ERR3209928","WGS","PRJEB31632","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5410188","0.92","NP","0.16","NP","NP","metagenome"
"SRR14986178","WGA","PRJNA742226","https://www.ncbi.nlm.nih.gov/biosample/SAMN19945326","0.9","2017-06-14","0.1","Germany","[49.61,10.28]","soil metagenome"
"SRR8554882","WGS","PRJNA518255","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864097","0.93","2016-10-24","0.21","USA","[38.5,-121.7]","rhizosphere metagenome"
"SRR9924792","WGS","PRJNA559231","https://www.ncbi.nlm.nih.gov/biosample/SAMN12530107","0.9","2014-10-01","0.12","China","[28.25,103.66]","freshwater sediment metagenome"
"SRR16085948","OTHER","PRJNA766619","https://www.ncbi.nlm.nih.gov/biosample/SAMN21855247","0.91","2019-08-20","0.15","China","[""missing""]","soil metagenome"
"SRR3189418","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN04360124","0.91","2014-05-16","0.14","USA","[38.984652,-77.094709]","human skin metagenome"
"ERR3200800","WGS","PRJEB31441","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5382945","0.92","NP","0.16","NP","NP","uncultured bacterium"
"SRR8553639","WGS","PRJNA518240","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864201","0.91","2017-09-15","0.15","USA","[38.9206,-106.9489]","soil metagenome"
"SRR9032615","WGS","PRJNA539720","https://www.ncbi.nlm.nih.gov/biosample/SAMN11533240","0.92","2018-03-25","0.19","USA","[39.6475,-79.9369]","soil metagenome"
"SRR14660887","WGS","PRJNA732820","https://www.ncbi.nlm.nih.gov/biosample/SAMN19341642","0.9","2019-08-10","0.11","uncalculated","[""missing""]","soil metagenome"
"SRR1632374","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN03025639","0.98","2013-03-14","0.67","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR5689906","WGS","PRJNA375672","https://www.ncbi.nlm.nih.gov/biosample/SAMN06343974","0.93","2014-08-14","0.21","USA","[35.8444,-83.9599]","rhizosphere metagenome"
"SRR1633135","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN03025678","0.9","2013-05-22","0.12","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR1631698","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN03025622","0.93","2013-04-05","0.2","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR13608711","WGS","PRJNA693684","https://www.ncbi.nlm.nih.gov/biosample/SAMN17394067","0.91","2019-04-27","0.13","United Kingdom","[""not applicable""]","metagenome"
"SRR13726046","WGS","PRJNA699281","https://www.ncbi.nlm.nih.gov/biosample/SAMN17618113","0.92","NP","0.19","USA","[41.73,-72.79]","metagenome"
"SRR3954445","WGS","PRJNA330082","https://www.ncbi.nlm.nih.gov/biosample/SAMN05422231","0.93","2008-08-31","0.23","USA","[38.99297339,-123.0674491]","soil metagenome"
"ERR3029102","WGS","PRJEB30524","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5205754","0.9","2015-01-15","0.11","Australia","NP","soil metagenome"
"SRR7186477","WGS","PRJNA450295","https://www.ncbi.nlm.nih.gov/biosample/SAMN08934567","0.93","2013-09-01","0.22","China","[40.36,114.56]","root metagenome"
"SRR17635703","WGS","PRJNA797778","https://www.ncbi.nlm.nih.gov/biosample/SAMN25037630","0.9","NP","0.11","USA","[39.2904,-76.6122]","human vaginal metagenome"
"SRR14227488","OTHER","PRJNA721609","https://www.ncbi.nlm.nih.gov/biosample/SAMN18723265","0.9","2017-07-01","0.1","China","[30.94,122.25]","soil metagenome"
"SRR8552946","WGS","PRJNA518580","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864174","0.92","2017-06-08","0.17","USA","[38.9206,-106.9489]","soil metagenome"
"SRR12284411","WGS","PRJNA647683","https://www.ncbi.nlm.nih.gov/biosample/SAMN15596725","0.91","2018-10-31","0.15","Australia","[-30.4704,137.1363]","soil metagenome"
"SRR1631061","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN03025571","0.94","2013-01-16","0.27","USA","[38.984652,-77.094709]","human skin metagenome"
"ERR671910","WGS","PRJEB7626","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3113585","0.9","2012-11-08","0.12","Australia","NP","soil metagenome"
"ERR671932","WGS","PRJEB7626","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3113576","0.91","2012-10-17","0.13","Australia","NP","soil metagenome"
"SRR11837389","WGS","PRJNA618899","https://www.ncbi.nlm.nih.gov/biosample/SAMN14513140","0.91","2016-08-11","0.13","USA","[35.8959,-76.1658]","wetland metagenome"
"SRR6267378","WGS","PRJNA406092","https://www.ncbi.nlm.nih.gov/biosample/SAMN07631911","0.9","2016-06-16","0.11","USA","[39.7291,-123.6419]","soil metagenome"
"SRR7186528","WGS","PRJNA450295","https://www.ncbi.nlm.nih.gov/biosample/SAMN08934539","0.93","2013-09-01","0.22","China","[34.16,108.4]","root metagenome"
"SRR13837104","WGS","PRJNA664514","https://www.ncbi.nlm.nih.gov/biosample/SAMN18114830","0.91","2017-10-01","0.14","USA","[34.05,-114.3]","soil metagenome"
"SRR3185171","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN04360016","0.91","2014-05-05","0.15","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR10034925","OTHER","PRJNA562849","https://www.ncbi.nlm.nih.gov/biosample/SAMN12657055","0.9","2017-08-22","0.1","Sweden","[55.38,13.4]","soil metagenome"
"SRR11970121","WGS","PRJNA636365","https://www.ncbi.nlm.nih.gov/biosample/SAMN15082886","0.91","2018-05-03","0.13","USA","[37.1976,-80.5823]","soil metagenome"
"SRR14699974","WGA","PRJNA680430","https://www.ncbi.nlm.nih.gov/biosample/SAMN16453536","0.92","2014-09-01","0.16","China","[22.497917,114.02945]","marine sediment metagenome"
"SRR5213080","WGS","PRJNA367557","https://www.ncbi.nlm.nih.gov/biosample/SAMN06267080","0.9","2015-07-13","0.11","USA","[39.7181,-123.6527]","soil metagenome"
"SRR5420285","WGS","PRJNA376580","https://www.ncbi.nlm.nih.gov/biosample/SAMN06443391","0.95","NP","0.32","USA","[40.4368286,-79.960688]","indoor metagenome"
"SRR12266078","OTHER","PRJNA647252","https://www.ncbi.nlm.nih.gov/biosample/SAMN15580199","0.9","2019-05-10","0.11","uncalculated","[""missing""]","soil metagenome"
"SRR6831574","WGS","PRJNA364907","https://www.ncbi.nlm.nih.gov/biosample/SAMN06264379","0.93","2016-02-17","0.2","Panama","[9.1086,-79.8436]","soil metagenome"
"SRR11190761","OTHER","PRJNA608979","https://www.ncbi.nlm.nih.gov/biosample/SAMN14217435","0.91","2018-07-01","0.13","uncalculated","[""missing""]","soil metagenome"
"SRR5195133","WGS","PRJNA362455","https://www.ncbi.nlm.nih.gov/biosample/SAMN06239004","0.92","2015-07-01","0.17","China","[23.07,108.18]","rhizosphere metagenome"
"SRR5195113","WGS","PRJNA362455","https://www.ncbi.nlm.nih.gov/biosample/SAMN06239024","0.92","2015-07-01","0.18","Spain","[39.58,-0.36]","rhizosphere metagenome"
"SRR13336320","WGS","PRJNA688820","https://www.ncbi.nlm.nih.gov/biosample/SAMN17189708","0.9","2019-04-22","0.12","China","[34.3,108.08]","soil metagenome"
"SRR11614802","WGS","PRJNA620823","https://www.ncbi.nlm.nih.gov/biosample/SAMN14510965","0.93","2017-07-17","0.23","USA","[26.6541,-80.6298]","soil metagenome"
"SRR1772176","WGS","PRJNA273520","https://www.ncbi.nlm.nih.gov/biosample/SAMN03294203","0.9","2012-03-01","0.1","Hong Kong","[22.3,114.1]","activated sludge metagenome"
"SRR350474","OTHER","NP","https://www.ncbi.nlm.nih.gov/biosample/SAMN00728605","0.92","NP","0.18","NP","NP","soil metagenome"
"SRR4140276","WGS","PRJNA340594","https://www.ncbi.nlm.nih.gov/biosample/SAMN05720244","0.92","2012-05-30","0.19","Mexico","[21.7658,-100.163]","plant metagenome"
"ERR4392707","WGS","PRJEB39497","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7090482","0.9","NP","0.1","USA","NP","soil metagenome"
"SRR5195116","WGS","PRJNA362455","https://www.ncbi.nlm.nih.gov/biosample/SAMN06239021","0.92","2015-10-01","0.18","South Africa","[-25.44,30.99]","rhizosphere metagenome"
"SRR14027281","CLONE","PRJNA640885","https://www.ncbi.nlm.nih.gov/biosample/SAMN17734868","0.9","2019-08-05","0.12","uncalculated","[36.9,115]","soil metagenome"
"SRR8552838","WGS","PRJNA518558","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864327","0.91","2017-03-07","0.14","USA","[38.9206,-106.9489]","soil metagenome"
"SRR10360611","WGS","PRJNA577476","https://www.ncbi.nlm.nih.gov/biosample/SAMN13153378","0.9","2016-06-15","0.1","USA","[39.5673,-123.4758]","soil metagenome"
"SRR7094834","WGS","PRJNA441482","https://www.ncbi.nlm.nih.gov/biosample/SAMN08777015","0.91","2017-05-24","0.14","USA","[42.481016,-72.178343]","soil metagenome"
"SRR8552907","WGS","PRJNA518565","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864143","0.92","2017-05-09","0.16","USA","[38.9206,-106.9489]","soil metagenome"
"ERR1700743","WGS","PRJEB8420","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4521393","0.9","2012-03-12","0.11","USA","NP","soil metagenome"
"SRR13837118","WGS","PRJNA664514","https://www.ncbi.nlm.nih.gov/biosample/SAMN18114838","0.92","2017-10-01","0.18","USA","[34.05,-114.3]","soil metagenome"
"ERR2564009","WGS","PRJEB26615","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4646289","0.9","NP","0.11","NP","NP","metagenome"
"ERR3593981","WGS","PRJEB34871","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6085947","0.97","2015-04-15","0.56","United Kingdom","NP","gut metagenome"
"ERR6688907","WGS","PRJEB47459","https://www.ncbi.nlm.nih.gov/biosample/SAMEA9926167","0.94","NP","0.27","uncalculated","NP","human metagenome"
"ERR687891","WGS","PRJEB7626","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3113581","0.9","2012-11-07","0.12","Australia","NP","soil metagenome"
"SRR13336282","WGS","PRJNA688820","https://www.ncbi.nlm.nih.gov/biosample/SAMN17189683","0.9","2019-04-22","0.11","China","[34.3,108.08]","soil metagenome"
"SRR3452787","WGA","PRJNA303119","https://www.ncbi.nlm.nih.gov/biosample/SAMN04286065","0.9","2013-04-15","0.11","China","[""none""]","biocrust metagenome"
"SRR5881227","WGS","PRJNA367565","https://www.ncbi.nlm.nih.gov/biosample/SAMN06267088","0.9","2015-07-13","0.11","USA","[39.7181,-123.6527]","soil metagenome"
"SRR14366780","WGS","PRJNA699054","https://www.ncbi.nlm.nih.gov/biosample/SAMN18882806","0.93","2018-07-31","0.22","New Zealand","[""not applicable""]","groundwater metagenome"
"SRR6517654","WGS","PRJNA431914","https://www.ncbi.nlm.nih.gov/biosample/SAMN08426424","0.91","2017-09-22","0.15","uncalculated","[37.5,105.04]","soil metagenome"
"SRR5947209","WGS","PRJNA365683","https://www.ncbi.nlm.nih.gov/biosample/SAMN06264884","0.92","2014-09-03","0.16","USA","[39.7392,-123.6308]","soil metagenome"
"SRR5582372","WGS","PRJNA375659","https://www.ncbi.nlm.nih.gov/biosample/SAMN06343961","0.91","2014-08-14","0.14","USA","[35.8443,-83.9607]","rhizosphere metagenome"
"SRR8554879","WGS","PRJNA518381","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864011","0.91","2016-10-21","0.13","Sweden","[68.3532,19.0469]","peat metagenome"
"SRR11970104","WGS","PRJNA636365","https://www.ncbi.nlm.nih.gov/biosample/SAMN15082878","0.9","2018-05-03","0.12","USA","[37.1976,-80.5823]","soil metagenome"
"SRR12952107","WGS","PRJNA650888","https://www.ncbi.nlm.nih.gov/biosample/SAMN15720678","0.92","2020-01-22","0.16","USA","[26.3584,-80.2982]","wetland metagenome"
"SRR7495874","WGS","PRJNA465239","https://www.ncbi.nlm.nih.gov/biosample/SAMN09092434","0.9","2016-08-16","0.1","USA","[39.7291,-123.6419]","soil metagenome"
"SRR17222371","WGA","PRJNA738866","https://www.ncbi.nlm.nih.gov/biosample/SAMN23847316","0.93","2017-10-01","0.21","United Kingdom","[51.4729,-0.9037]","soil metagenome"
"SRR10127270","WGS","PRJNA404246","https://www.ncbi.nlm.nih.gov/biosample/SAMN12740643","0.92","2012-05-30","0.18","Mexico","[21.766,-100.163]","soil metagenome"
"SRR408198","OTHER","NP","https://www.ncbi.nlm.nih.gov/biosample/SAMN00737776","0.93","NP","0.23","NP","NP","soil metagenome"
"SRR4030068","WGS","PRJNA330070","https://www.ncbi.nlm.nih.gov/biosample/SAMN05422105","0.91","2008-01-01","0.14","USA","[39.55,-107.97]","soil metagenome"
"ERR5859550","OTHER","PRJEB43407","https://www.ncbi.nlm.nih.gov/biosample/SAMEA8616654","0.92","2011-10-01","0.19","United Kingdom","NP","soil metagenome"
"SRR14573563","WGS","PRJNA728249","https://www.ncbi.nlm.nih.gov/biosample/SAMN19236417","0.91","2016-08-01","0.14","Greenland","[64.54,-51.12]","soil metagenome"
"SRR12282708","WGS","PRJNA647185","https://www.ncbi.nlm.nih.gov/biosample/SAMN15578152","0.92","2018-09-01","0.16","China","[""not collected""]","soil metagenome"
"SRR8884482","WGS","PRJNA492716","https://www.ncbi.nlm.nih.gov/biosample/SAMN11381106","0.92","NP","0.18","Australia","[-27.4698,153.0251]","human gut metagenome"
"SRR490138","OTHER","NP","https://www.ncbi.nlm.nih.gov/biosample/SAMN00862361","0.94","NP","0.28","NP","NP","soil metagenome"
"SRR3187749","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN04360069","0.91","2014-04-02","0.15","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR5823604","WGS","PRJNA393632","https://www.ncbi.nlm.nih.gov/biosample/SAMN07349435","0.9","2010-12-24","0.12","Italy","[45.19,8.25]","soil metagenome"
"SRR1182407","OTHER","NP","https://www.ncbi.nlm.nih.gov/biosample/SAMN00808731","0.92","NP","0.18","NP","NP","soil metagenome"
"SRR15377977","WGS","PRJNA714922","https://www.ncbi.nlm.nih.gov/biosample/SAMN18647619","0.91","2018-08-01","0.14","USA","[44.346883,-85.484083]","soil metagenome"
"SRR11671808","WGS","PRJNA621425","https://www.ncbi.nlm.nih.gov/biosample/SAMN14515358","0.92","2018-02-01","0.17","United Kingdom","[57.1863,-2.2145]","soil metagenome"
"SRR1632434","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN03025649","0.95","2013-03-14","0.36","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR8100014","WGS","PRJNA497915","https://www.ncbi.nlm.nih.gov/biosample/SAMN10280833","0.9","2015-11-30","0.11","USA","[21.5416,-158.0875]","soil metagenome"
"SRR16596689","WGS","PRJNA775002","https://www.ncbi.nlm.nih.gov/biosample/SAMN20206087","0.91","2019-10-26","0.13","China","[30.23,119.71]","soil metagenome"
"SRR11678609","WGS","PRJNA621563","https://www.ncbi.nlm.nih.gov/biosample/SAMN14515067","0.92","2017-06-07","0.19","USA","[38.8758,-120.4437]","soil metagenome"
"SRR3642742","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN04999403","0.92","2014-01-01","0.16","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR10873844","WGS","PRJNA600049","https://www.ncbi.nlm.nih.gov/biosample/SAMN13781456","0.9","2017-06-10","0.11","China","[""missing""]","soil metagenome"
"SRR5678940","WGS","PRJNA379303","https://www.ncbi.nlm.nih.gov/biosample/SAMN06685592","0.91","2015-09-01","0.12","Canada","[53.5,-112.06]","terrestrial metagenome"
"SRR13949429","WGS","PRJNA695572","https://www.ncbi.nlm.nih.gov/biosample/SAMN17619815","0.91","2019-02-18","0.13","China","[39.9042,116.4074]","sediment metagenome"
"ERR981254","WGS","PRJEB10133","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3498614","0.93","NP","0.24","NP","NP","human metagenome"
"SRR5581408","WGS","PRJNA375641","https://www.ncbi.nlm.nih.gov/biosample/SAMN06343943","0.91","2013-06-19","0.15","USA","[41.1752,-78.4168]","freshwater metagenome"
"SRR5580658","WGS","PRJNA375313","https://www.ncbi.nlm.nih.gov/biosample/SAMN06343841","0.9","NP","0.12","USA","[""missing""]","soil metagenome"
"SRR11837214","WGS","PRJNA618891","https://www.ncbi.nlm.nih.gov/biosample/SAMN14513307","0.9","2016-06-13","0.11","USA","[35.8956,-76.1655]","wetland metagenome"
"SRR11236231","WGS","PRJNA608678","https://www.ncbi.nlm.nih.gov/biosample/SAMN14270979","0.92","2012-10-01","0.19","Bangladesh","[""missing""]","human gut metagenome"
"SRR5679049","WGS","PRJNA379303","https://www.ncbi.nlm.nih.gov/biosample/SAMN06685598","0.91","2015-09-01","0.13","Canada","[53.5,-112.06]","terrestrial metagenome"
"SRR13001971","WGS","PRJNA675135","https://www.ncbi.nlm.nih.gov/biosample/SAMN16690189","0.9","2016-06-01","0.11","USA","[42.45,-76.47]","metagenome"
"SRR12976800","OTHER","PRJNA674468","https://www.ncbi.nlm.nih.gov/biosample/SAMN16657625","0.9","2019-05-16","0.11","China","[25.58,99.57]","soil metagenome"
"SRR12640490","WGS","PRJNA633424","https://www.ncbi.nlm.nih.gov/biosample/SAMN16132133","0.91","2017-10-01","0.12","USA","[34.05,-114.3]","metagenome"
"SRR13786996","WGS","PRJNA504043","https://www.ncbi.nlm.nih.gov/biosample/SAMN18061112","0.9","2017-06-07","0.1","USA","[47.16,-94.23]","metagenome"
"SRR4027046","WGS","PRJNA337680","https://www.ncbi.nlm.nih.gov/biosample/SAMN05518036","0.9","2009-06-24","0.1","USA","[43.312222,-89.370833]","soil metagenome"
"SRR5919109","WGS","PRJNA317932","https://www.ncbi.nlm.nih.gov/biosample/SAMN04873810","0.91","2012-11-13","0.15","Australia","[-25.351,131.041]","soil metagenome"
