sample,Representative following Dereplication at 99% ANI,AntiSMASH_Results_Directory,Assembly_Path,GTDB_Taxonomy,Domain,Phylum,Class,Order,Family,Genus,Species
LK1024,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1024/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1024_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium muris,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium muris
LK1026,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1026/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1026_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1027,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1027/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1027_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium casei,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium casei
LK1030,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1030/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1030_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sanguinis,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sanguinis
LK1031,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1031/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1031_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia cinnamea,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Dietzia,Dietzia cinnamea
LK1034,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1034/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1034_assembly.fasta,d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_A;s__Paenibacillus_A sp000159955,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,Paenibacillus_A sp000159955
LK1036,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1036/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1036_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1041,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1041/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1041_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sanguinis,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sanguinis
LK1045,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1045/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1045_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium muris,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium muris
LK1046,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1046/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1046_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia cinnamea,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Dietzia,Dietzia cinnamea
LK1049,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1049/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1049_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1053,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1053/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1053_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1054,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1054/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1054_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp002009645,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,Gordonia sp002009645
LK1055,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1055/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1055_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria rhizophila,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria rhizophila
LK1056,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1056/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1056_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1059,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1059/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1059_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sanguinis,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sanguinis
LK1072,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1072/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1072_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1073,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1073/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1073_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1082,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1082/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1082_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Dermabacter;s__Dermabacter hominis,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Dermabacter,Dermabacter hominis
LK1085,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1085/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1085_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium spp.
LK1090,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1090/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1090_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1091,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1091/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/200331_LK1091_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1092,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1092/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1092_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia cinnamea,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Dietzia,Dietzia cinnamea
LK1093,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1093/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1093_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria palustris,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria palustris
LK1098,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1098/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1098_assembly.fasta,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Morganella;s__Morganella morganii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Morganella,Morganella morganii
LK1099,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1099/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1099_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1106,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1106/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1106_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1112,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1112/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/200330_LK1112_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia massiliensis,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia massiliensis
LK1113,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1113/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1113_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1116,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1116/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1116_assembly.fasta,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
LK1117,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1117/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1117_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1118,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1118/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1118_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paraoxydans,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium paraoxydans
LK1128,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1128/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1128_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Dermacoccus;s__Dermacoccus nishinomiyaensis,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Dermacoccus,Dermacoccus nishinomiyaensis
LK1134,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1134/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/200402_LK1134_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium kefirresidentii,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium kefirresidentii
LK1136,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1136/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1136_assembly.fasta,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
LK1137,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1137/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1137_assembly.fasta,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
LK1145,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1145/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1145_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1147,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1147/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201020_LK1147_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1172,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1172/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1172_assembly.fasta,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus kimchii,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus kimchii
LK1173,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1173/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1173_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1176,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1176/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1176_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Citricoccus;s__Citricoccus terreus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Citricoccus,Citricoccus terreus
LK1188,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1188/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1188_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Aestuariimicrobium;s__,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,Aestuariimicrobium spp.
LK1198,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1198/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1198_assembly.fasta,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
LK1204,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1204/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1204_assembly.fasta,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella adiacens,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Granulicatella,Granulicatella adiacens
LK1207,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1207/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1207_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1208,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1208/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1208_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
