"acc","assay_type","bioproject","biosample_link","cANI","collection_date_sam","containment","geo_loc_name_country_calc","lat_lon","organism"
"SRR12619559","WGS","PRJNA662623","https://www.ncbi.nlm.nih.gov/biosample/SAMN16091610","0.91","2018-10-09","0.15","USA","[42.0308,-93.6319]","soil metagenome"
"SRR10613519","WGS","PRJNA486429","https://www.ncbi.nlm.nih.gov/biosample/SAMN13518643","0.9","NP","0.1","China","[40.0047,116.3261]","air metagenome"
"SRR13708146","WGS","PRJNA701786","https://www.ncbi.nlm.nih.gov/biosample/SAMN17911233","0.92","2019-07-01","0.16","China","[36.11,117.08]","soil metagenome"
"SRR11567531","OTHER","PRJNA626373","https://www.ncbi.nlm.nih.gov/biosample/SAMN14639010","0.9","2018-02-01","0.1","Puerto Rico","[18.042667,-66.036447]","freshwater metagenome"
"SRR15377966","WGS","PRJNA714922","https://www.ncbi.nlm.nih.gov/biosample/SAMN18647620","0.92","2018-08-01","0.17","USA","[44.346883,-85.484083]","soil metagenome"
"SRR8936416","WGS","PRJNA528368","https://www.ncbi.nlm.nih.gov/biosample/SAMN11415806","0.9","2018-09-01","0.1","China","[23.14,113.34]","soil metagenome"
"SRR5855421","WGS","PRJNA395099","https://www.ncbi.nlm.nih.gov/biosample/SAMN07373086","0.91","2014-09-01","0.13","USA","[38.42,-109.41]","biocrust metagenome"
"SRR8487039","WGS","PRJNA646773","https://www.ncbi.nlm.nih.gov/biosample/SAMN15565755","0.9","2018-08-01","0.11","USA","[38.535556,-121.772778]","soil metagenome"
"SRR14373459","WGS","PRJNA689669","https://www.ncbi.nlm.nih.gov/biosample/SAMN18780037","0.9","2019-01-17","0.1","China","[23.3,102.52]","metagenome"
"SRR3954471","WGS","PRJNA330069","https://www.ncbi.nlm.nih.gov/biosample/SAMN05422225","0.94","2008-12-31","0.29","USA","[38.99297339,-123.0674491]","soil metagenome"
"SRR15144438","WGS","PRJNA746083","https://www.ncbi.nlm.nih.gov/biosample/SAMN20180582","0.94","2018-12-01","0.27","China","[24.42,113.11]","estuary metagenome"
"SRR13760666","CLONE","PRJNA700129","https://www.ncbi.nlm.nih.gov/biosample/SAMN17836955","0.9","2020-05-20","0.12","uncalculated","[36.78,115.94]","soil metagenome"
"ERR4678599","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426299","0.9","2018-12-17","0.12","uncalculated","NP","wastewater metagenome"
"SRR17401454","WGS","PRJNA792827","https://www.ncbi.nlm.nih.gov/biosample/SAMN24468170","0.9","2020-09-04","0.11","USA","[41.01211929,-106.58575355]","pond metagenome"
"SRR10168429","WGS","PRJNA573810","https://www.ncbi.nlm.nih.gov/biosample/SAMN12826206","0.91","2016-05-25","0.14","uncalculated","[-34.83,54.6]","sediment metagenome"
"SRR7186522","WGS","PRJNA450295","https://www.ncbi.nlm.nih.gov/biosample/SAMN08934566","0.94","2013-09-01","0.26","China","[34.16,108.4]","root metagenome"
"SRR13959605","WGS","PRJNA695572","https://www.ncbi.nlm.nih.gov/biosample/SAMN18297672","0.91","2019-01-03","0.14","China","[39.9042,116.4074]","sediment metagenome"
"SRR9924806","WGS","PRJNA559231","https://www.ncbi.nlm.nih.gov/biosample/SAMN12530127","0.9","2014-10-01","0.11","China","[31.46,118.34]","freshwater sediment metagenome"
"SRR12264177","OTHER","PRJNA647129","https://www.ncbi.nlm.nih.gov/biosample/SAMN15547829","0.9","2018-10-31","0.1","China","[43.94,81.18]","soil metagenome"
"SRR407549","OTHER","NP","https://www.ncbi.nlm.nih.gov/biosample/SAMN00788610","0.93","NP","0.23","NP","NP","soil metagenome"
"SRR4242551","WGS","PRJNA343018","https://www.ncbi.nlm.nih.gov/biosample/SAMN05772500","0.92","NP","0.18","Russia","[68.7166,158.9]","permafrost metagenome"
"SRR3954469","WGS","PRJNA330069","https://www.ncbi.nlm.nih.gov/biosample/SAMN05422225","0.94","2008-12-31","0.29","USA","[38.99297339,-123.0674491]","soil metagenome"
"SRR6448216","WGS","PRJNA405357","https://www.ncbi.nlm.nih.gov/biosample/SAMN07632139","0.9","2015-09-18","0.1","USA","[38.8896,-106.9081]","freshwater sediment metagenome"
"SRR5918944","WGS","PRJNA317932","https://www.ncbi.nlm.nih.gov/biosample/SAMN04874112","0.9","2013-03-29","0.12","Australia","[-34.03715,140.7064]","soil metagenome"
"SRR8552915","WGS","PRJNA518569","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864328","0.92","2017-05-09","0.16","USA","[38.9206,-106.9489]","soil metagenome"
"ERR2683147","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777404","0.9","2017-06-15","0.11","South Korea","NP","wastewater metagenome"
"SRR11613413","WGS","PRJNA620819","https://www.ncbi.nlm.nih.gov/biosample/SAMN14510759","0.94","2017-07-17","0.25","USA","[26.6591,-80.6279]","soil metagenome"
"SRR9722238","WGS","PRJNA555626","https://www.ncbi.nlm.nih.gov/biosample/SAMN12324940","0.91","NP","0.13","Brazil","[-18.202541,-43.571691]","soil metagenome"
"SRR13608716","WGS","PRJNA693684","https://www.ncbi.nlm.nih.gov/biosample/SAMN17394065","0.92","2019-04-20","0.18","United Kingdom","[""not applicable""]","metagenome"
"SRR14610235","WGS","PRJNA731554","https://www.ncbi.nlm.nih.gov/biosample/SAMN19290630","0.9","2014-07-30","0.1","Singapore","[1.332452,103.755456]","wastewater metagenome"
"SRR17247028","OTHER","PRJNA789344","https://www.ncbi.nlm.nih.gov/biosample/SAMN24109454","0.9","2019-10-01","0.11","uncalculated","[""missing""]","soil metagenome"
"SRR17247033","OTHER","PRJNA789344","https://www.ncbi.nlm.nih.gov/biosample/SAMN24109465","0.91","2019-10-01","0.14","uncalculated","[""missing""]","soil metagenome"
"ERR688344","WGS","PRJEB7840","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3140932","0.91","2012-05-21","0.13","Australia","NP","metagenome"
"SRR12721343","WGA","PRJNA666015","https://www.ncbi.nlm.nih.gov/biosample/SAMN16276739","0.9","2017-07-01","0.1","China","[26.14,105.42]","soil metagenome"
"SRR14986178","WGA","PRJNA742226","https://www.ncbi.nlm.nih.gov/biosample/SAMN19945326","0.91","2017-06-14","0.12","Germany","[49.61,10.28]","soil metagenome"
"SRR8554882","WGS","PRJNA518255","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864097","0.94","2016-10-24","0.26","USA","[38.5,-121.7]","rhizosphere metagenome"
"SRR9924792","WGS","PRJNA559231","https://www.ncbi.nlm.nih.gov/biosample/SAMN12530107","0.91","2014-10-01","0.15","China","[28.25,103.66]","freshwater sediment metagenome"
"SRR16085948","OTHER","PRJNA766619","https://www.ncbi.nlm.nih.gov/biosample/SAMN21855247","0.92","2019-08-20","0.17","China","[""missing""]","soil metagenome"
"ERR4837092","WGS","PRJEB41174","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7573927","0.9","NP","0.11","Greenland","NP","soil metagenome"
"SRR8438006","WGS","PRJNA502475","https://www.ncbi.nlm.nih.gov/biosample/SAMN10350913","0.9","2017-06-28","0.12","USA","[40.4449,-87.0297]","soil metagenome"
"ERR3200800","WGS","PRJEB31441","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5382945","0.93","NP","0.2","NP","NP","uncultured bacterium"
"SRR8553639","WGS","PRJNA518240","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864201","0.93","2017-09-15","0.2","USA","[38.9206,-106.9489]","soil metagenome"
"SRR9032615","WGS","PRJNA539720","https://www.ncbi.nlm.nih.gov/biosample/SAMN11533240","0.93","2018-03-25","0.23","USA","[39.6475,-79.9369]","soil metagenome"
"SRR14660887","WGS","PRJNA732820","https://www.ncbi.nlm.nih.gov/biosample/SAMN19341642","0.91","2019-08-10","0.14","uncalculated","[""missing""]","soil metagenome"
"SRR8203859","WGS","PRJNA505718","https://www.ncbi.nlm.nih.gov/biosample/SAMN10434111","0.9","2017-06-04","0.11","uncalculated","[""not applicable""]","soil metagenome"
"SRR17656789","WGS","PRJNA797856","https://www.ncbi.nlm.nih.gov/biosample/SAMN25037270","0.9","2021-02-25","0.11","NP","NP","plastic metagenome"
"SRR5689906","WGS","PRJNA375672","https://www.ncbi.nlm.nih.gov/biosample/SAMN06343974","0.93","2014-08-14","0.24","USA","[35.8444,-83.9599]","rhizosphere metagenome"
"SRR5919291","WGS","PRJNA317932","https://www.ncbi.nlm.nih.gov/biosample/SAMN04873685","0.9","2013-03-06","0.11","Australia","[-34.1171975,118.76049166]","soil metagenome"
"SRR7963107","WGS","PRJNA469266","https://www.ncbi.nlm.nih.gov/biosample/SAMN09093878","0.9","2017-07-10","0.1","USA","[31.3377,-81.4644]","wetland metagenome"
"SRR13608711","WGS","PRJNA693684","https://www.ncbi.nlm.nih.gov/biosample/SAMN17394067","0.92","2019-04-27","0.16","United Kingdom","[""not applicable""]","metagenome"
"SRR16481184","OTHER","PRJNA772520","https://www.ncbi.nlm.nih.gov/biosample/SAMN22374902","0.91","2020-07-20","0.13","uncalculated","[""missing""]","sludge metagenome"
"ERR1742261","WGS","PRJEB8420","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4559820","0.9","2007-07-15","0.1","Canada","NP","soil metagenome"
"SRR3954445","WGS","PRJNA330082","https://www.ncbi.nlm.nih.gov/biosample/SAMN05422231","0.94","2008-08-31","0.3","USA","[38.99297339,-123.0674491]","soil metagenome"
"ERR3029102","WGS","PRJEB30524","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5205754","0.9","2015-01-15","0.12","Australia","NP","soil metagenome"
"SRR12721345","WGA","PRJNA666015","https://www.ncbi.nlm.nih.gov/biosample/SAMN16276737","0.9","2017-07-01","0.11","China","[26.14,105.42]","soil metagenome"
"SRR7186477","WGS","PRJNA450295","https://www.ncbi.nlm.nih.gov/biosample/SAMN08934567","0.94","2013-09-01","0.28","China","[40.36,114.56]","root metagenome"
"SRR14227488","OTHER","PRJNA721609","https://www.ncbi.nlm.nih.gov/biosample/SAMN18723265","0.9","2017-07-01","0.11","China","[30.94,122.25]","soil metagenome"
"SRR8552946","WGS","PRJNA518580","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864174","0.93","2017-06-08","0.22","USA","[38.9206,-106.9489]","soil metagenome"
"SRR12284411","WGS","PRJNA647683","https://www.ncbi.nlm.nih.gov/biosample/SAMN15596725","0.93","2018-10-31","0.2","Australia","[-30.4704,137.1363]","soil metagenome"
"ERR671910","WGS","PRJEB7626","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3113585","0.92","2012-11-08","0.16","Australia","NP","soil metagenome"
"SRR12030763","WGS","PRJNA638758","https://www.ncbi.nlm.nih.gov/biosample/SAMN15285698","0.9","2018-09-04","0.1","Taiwan","[24.087978,121.028934]","soil metagenome"
"SRR13503354","WGS","PRJNA693982","https://www.ncbi.nlm.nih.gov/biosample/SAMN17491169","0.9","2016-10-27","0.1","China","[22.3272,114.1388]","air metagenome"
"ERR671932","WGS","PRJEB7626","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3113576","0.92","2012-10-17","0.16","Australia","NP","soil metagenome"
"SRR11837389","WGS","PRJNA618899","https://www.ncbi.nlm.nih.gov/biosample/SAMN14513140","0.91","2016-08-11","0.14","USA","[35.8959,-76.1658]","wetland metagenome"
"SRR6267378","WGS","PRJNA406092","https://www.ncbi.nlm.nih.gov/biosample/SAMN07631911","0.91","2016-06-16","0.13","USA","[39.7291,-123.6419]","soil metagenome"
"SRR7186528","WGS","PRJNA450295","https://www.ncbi.nlm.nih.gov/biosample/SAMN08934539","0.94","2013-09-01","0.27","China","[34.16,108.4]","root metagenome"
"SRR13837104","WGS","PRJNA664514","https://www.ncbi.nlm.nih.gov/biosample/SAMN18114830","0.92","2017-10-01","0.16","USA","[34.05,-114.3]","soil metagenome"
"SRR15400735","WGS","PRJNA752512","https://www.ncbi.nlm.nih.gov/biosample/SAMN20600052","0.9","2020-09-01","0.11","China","[33.62,102.87]","soil metagenome"
"SRR16016015","OTHER","PRJNA765386","https://www.ncbi.nlm.nih.gov/biosample/SAMN21557300","0.9","2019-07-08","0.11","China","[""40 N 96 E""]","soil metagenome"
"SRR14569946","WGS","PRJNA730325","https://www.ncbi.nlm.nih.gov/biosample/SAMN19228506","0.91","2019-07-18","0.12","uncalculated","[""missing""]","soil metagenome"
"SRR5166355","WGS","PRJNA340605","https://www.ncbi.nlm.nih.gov/biosample/SAMN05720238","0.9","2012-06-04","0.12","Mexico","[21.0936,-100.2988]","plant metagenome"
"SRR8925825","WGS","PRJNA681092","https://www.ncbi.nlm.nih.gov/biosample/SAMN11458263","0.9","2017-10-24","0.1","China","[30.47,104.43]","bioreactor metagenome"
"SRR10034925","OTHER","PRJNA562849","https://www.ncbi.nlm.nih.gov/biosample/SAMN12657055","0.91","2017-08-22","0.14","Sweden","[55.38,13.4]","soil metagenome"
"SRR11970121","WGS","PRJNA636365","https://www.ncbi.nlm.nih.gov/biosample/SAMN15082886","0.91","2018-05-03","0.14","USA","[37.1976,-80.5823]","soil metagenome"
"SRR14699974","WGA","PRJNA680430","https://www.ncbi.nlm.nih.gov/biosample/SAMN16453536","0.92","2014-09-01","0.18","China","[22.497917,114.02945]","marine sediment metagenome"
"SRR5213080","WGS","PRJNA367557","https://www.ncbi.nlm.nih.gov/biosample/SAMN06267080","0.91","2015-07-13","0.13","USA","[39.7181,-123.6527]","soil metagenome"
"SRR6425809","WGS","PRJNA427653","https://www.ncbi.nlm.nih.gov/biosample/SAMN08242312","0.9","2013-08-01","0.1","China","[42.25,113.83]","soil metagenome"
"SRR12266078","OTHER","PRJNA647252","https://www.ncbi.nlm.nih.gov/biosample/SAMN15580199","0.9","2019-05-10","0.12","uncalculated","[""missing""]","soil metagenome"
"ERR4678626","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426326","0.9","2018-11-22","0.12","Switzerland","NP","wastewater metagenome"
"SRR6831574","WGS","PRJNA364907","https://www.ncbi.nlm.nih.gov/biosample/SAMN06264379","0.93","2016-02-17","0.22","Panama","[9.1086,-79.8436]","soil metagenome"
"SRR11190761","OTHER","PRJNA608979","https://www.ncbi.nlm.nih.gov/biosample/SAMN14217435","0.92","2018-07-01","0.16","uncalculated","[""missing""]","soil metagenome"
"SRR5195133","WGS","PRJNA362455","https://www.ncbi.nlm.nih.gov/biosample/SAMN06239004","0.93","2015-07-01","0.22","China","[23.07,108.18]","rhizosphere metagenome"
"SRR5195113","WGS","PRJNA362455","https://www.ncbi.nlm.nih.gov/biosample/SAMN06239024","0.93","2015-07-01","0.21","Spain","[39.58,-0.36]","rhizosphere metagenome"
"SRR13336320","WGS","PRJNA688820","https://www.ncbi.nlm.nih.gov/biosample/SAMN17189708","0.91","2019-04-22","0.15","China","[34.3,108.08]","soil metagenome"
"SRR11614802","WGS","PRJNA620823","https://www.ncbi.nlm.nih.gov/biosample/SAMN14510965","0.94","2017-07-17","0.26","USA","[26.6541,-80.6298]","soil metagenome"
"SRR8936438","WGS","PRJNA528368","https://www.ncbi.nlm.nih.gov/biosample/SAMN11415806","0.9","2018-09-01","0.11","China","[23.14,113.34]","soil metagenome"
"SRR1772176","WGS","PRJNA273520","https://www.ncbi.nlm.nih.gov/biosample/SAMN03294203","0.91","2012-03-01","0.14","Hong Kong","[22.3,114.1]","activated sludge metagenome"
"SRR14027287","CLONE","PRJNA640885","https://www.ncbi.nlm.nih.gov/biosample/SAMN17734840","0.9","2019-08-04","0.12","uncalculated","[36.9,115.2]","soil metagenome"
"ERR3671696","WGS","PRJEB35365","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6236791","0.9","2017-10-01","0.1","Colombia","NP","soil metagenome"
"SRR350474","OTHER","NP","https://www.ncbi.nlm.nih.gov/biosample/SAMN00728605","0.93","NP","0.21","NP","NP","soil metagenome"
"SRR4140276","WGS","PRJNA340594","https://www.ncbi.nlm.nih.gov/biosample/SAMN05720244","0.94","2012-05-30","0.25","Mexico","[21.7658,-100.163]","plant metagenome"
"ERR4392707","WGS","PRJEB39497","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7090482","0.9","NP","0.12","USA","NP","soil metagenome"
"SRR5195116","WGS","PRJNA362455","https://www.ncbi.nlm.nih.gov/biosample/SAMN06239021","0.93","2015-10-01","0.22","South Africa","[-25.44,30.99]","rhizosphere metagenome"
"SRR5919271","WGS","PRJNA317932","https://www.ncbi.nlm.nih.gov/biosample/SAMN04873962","0.9","2013-04-23","0.11","Australia","[-12.67631,132.81381]","soil metagenome"
"SRR14027281","CLONE","PRJNA640885","https://www.ncbi.nlm.nih.gov/biosample/SAMN17734868","0.91","2019-08-05","0.13","uncalculated","[36.9,115]","soil metagenome"
"SRR13645134","OTHER","PRJNA699966","https://www.ncbi.nlm.nih.gov/biosample/SAMN17818130","0.9","2020-08-10","0.11","uncalculated","[30.24,120.1]","rock metagenome"
"SRR5213596","WGS","PRJNA367577","https://www.ncbi.nlm.nih.gov/biosample/SAMN06267100","0.9","2015-07-13","0.11","USA","[39.7181,-123.6527]","soil metagenome"
"SRR8552838","WGS","PRJNA518558","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864327","0.92","2017-03-07","0.18","USA","[38.9206,-106.9489]","soil metagenome"
"SRR8936432","WGS","PRJNA528368","https://www.ncbi.nlm.nih.gov/biosample/SAMN11415806","0.9","2018-09-01","0.12","China","[23.14,113.34]","soil metagenome"
"ERR2210124","WGS","PRJEB23737","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104412830","0.9","2011-10-21","0.12","USA","NP","soil metagenome"
"SRR10360611","WGS","PRJNA577476","https://www.ncbi.nlm.nih.gov/biosample/SAMN13153378","0.91","2016-06-15","0.13","USA","[39.5673,-123.4758]","soil metagenome"
"SRR17267101","OTHER","PRJNA789344","https://www.ncbi.nlm.nih.gov/biosample/SAMN24108064","0.9","2019-10-01","0.12","uncalculated","[""missing""]","invertebrate metagenome"
"SRR7094834","WGS","PRJNA441482","https://www.ncbi.nlm.nih.gov/biosample/SAMN08777015","0.92","2017-05-24","0.16","USA","[42.481016,-72.178343]","soil metagenome"
"SRR8552907","WGS","PRJNA518565","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864143","0.93","2017-05-09","0.2","USA","[38.9206,-106.9489]","soil metagenome"
"SRR9691042","WGS","PRJNA554750","https://www.ncbi.nlm.nih.gov/biosample/SAMN12282980","0.91","2013-06-25","0.12","China","[30.88,105.39]","soil metagenome"
"ERR1700743","WGS","PRJEB8420","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4521393","0.9","2012-03-12","0.12","USA","NP","soil metagenome"
"SRR13837118","WGS","PRJNA664514","https://www.ncbi.nlm.nih.gov/biosample/SAMN18114838","0.93","2017-10-01","0.23","USA","[34.05,-114.3]","soil metagenome"
"ERR2564009","WGS","PRJEB26615","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4646289","0.91","NP","0.13","NP","NP","metagenome"
"ERR4392716","WGS","PRJEB39497","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7090478","0.9","NP","0.11","USA","NP","soil metagenome"
"ERR687891","WGS","PRJEB7626","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3113581","0.91","2012-11-07","0.15","Australia","NP","soil metagenome"
"SRR12667318","WGS","PRJNA654675","https://www.ncbi.nlm.nih.gov/biosample/SAMN15739558","0.9","2016-06-23","0.1","Switzerland","[47.1639,8.4969]","sediment metagenome"
"SRR17938981","WGS","PRJNA804379","https://www.ncbi.nlm.nih.gov/biosample/SAMN25740206","0.91","2021-10-23","0.14","Russia","[55,83.49]","soil metagenome"
"SRR13336282","WGS","PRJNA688820","https://www.ncbi.nlm.nih.gov/biosample/SAMN17189683","0.91","2019-04-22","0.15","China","[34.3,108.08]","soil metagenome"
"SRR3452787","WGA","PRJNA303119","https://www.ncbi.nlm.nih.gov/biosample/SAMN04286065","0.91","2013-04-15","0.12","China","[""none""]","biocrust metagenome"
"SRR6963491","WGS","PRJNA444017","https://www.ncbi.nlm.nih.gov/biosample/SAMN08778793","0.9","2010-07-30","0.12","USA","[33.3,-115.8]","sediment metagenome"
"SRR5881227","WGS","PRJNA367565","https://www.ncbi.nlm.nih.gov/biosample/SAMN06267088","0.91","2015-07-13","0.13","USA","[39.7181,-123.6527]","soil metagenome"
"SRR14366780","WGS","PRJNA699054","https://www.ncbi.nlm.nih.gov/biosample/SAMN18882806","0.94","2018-07-31","0.28","New Zealand","[""not applicable""]","groundwater metagenome"
"SRR6517654","WGS","PRJNA431914","https://www.ncbi.nlm.nih.gov/biosample/SAMN08426424","0.92","2017-09-22","0.19","uncalculated","[37.5,105.04]","soil metagenome"
