sample	bgc	bgc_class	rpkm_norm	coverage	sample_subject	sample_bodysite
LKMN002-3-90_S289	SMGC_219.c00003_NODE_15...region001	lanthipeptide-class-i	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK1015_2.region003	terpene	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_184.c00038_NODE_94...region001	RiPP-like	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK1255_4.region001	NRPS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK430_33.region001	NAPAA	11.8256184206	0.989021956088	S033	Moist_Um
LKMN002-3-90_S289	LK941_25.region001	RRE-containing	9.4098436767	1.0	S033	Moist_Um
LKMN002-3-90_S289	SMGC_436.c00053_NODE_11...region001	ranthipeptide	14.1891581217	1.0	S033	Moist_Um
LKMN002-3-90_S289	SMGC_271.c00033_NODE_45...region001	terpene	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_86.c00019_NODE_19...region001	NRPS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_20.c00006_NODE_19...region002	lanthipeptide-class-v	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_496.c00325_NODE_32...region001	arylpolyene	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_163.c00167_NODE_26...region001	RiPP-like	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK952_6.region001	RiPP-like	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK930_10.region001	NAPAA	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK1382_15.region001	siderophore	11.6966156702	0.959694989107	S033	Moist_Um
LKMN002-3-90_S289	LK1134_11.region001	siderophore	11.1596797022	1.0	S033	Moist_Um
LKMN002-3-90_S289	SMGC_475.c00064_NODE_19...region001	betalactone	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK1334_12.region001	lanthipeptide-class-iii	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_55.c00022_NODE_11...region001	RiPP-like	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_336.c00006_NODE_43...region001	T3PKS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_616.c00006_NODE_30...region001	NRPS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_356.c00003_NODE_3_...region002	hybrid	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_332.c01223_NODE_14...region001	NRPS-like	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_170.c00025_NODE_27...region001	betalactone	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_170.c00051_NODE_81...region001	siderophore	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK444_9.region001	NAPAA	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK1289_29.region001	RiPP-like	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_210.c00156_NODE_22...region001	siderophore	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_184.c00005_NODE_18...region001	thiopeptide	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_286.c00013_NODE_29...region001	lanthipeptide-class-i	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK948_6.region001	NAPAA	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_38.c00055_NODE_58...region001	RiPP-like	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK1255_2.region002	hybrid	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_506.c00011_NODE_75...region001	NRPS-like	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK946_11.region001	T1PKS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_103.c00014_NODE_17...region001	NRPS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_213.c00040_NODE_11...region001	NRPS	10.1562955467	0.919016196761	S033	Moist_Um
LKMN002-3-90_S289	LK1091_5.region001	siderophore	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK719_26.region001	ectoine	10.6572644427	1.0	S033	Moist_Um
LKMN002-3-90_S289	SMGC_91.c00002_NODE_2_...region001	NRPS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_190.c00024_NODE_32...region001	RiPP-like	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_469.c00275_NODE_58...region001	terpene	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK1176_18.region001	NAPAA	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_286.c00062_NODE_10...region001	cyclic-lactone-autoinducer	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK1134_5.region001	terpene	10.0386308522	1.0	S033	Moist_Um
LKMN002-3-90_S289	LK1255_1.region001	lanthipeptide-class-i	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_286.c00054_NODE_94...region001	lanthipeptide-class-v	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK434_2.region002	NRPS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK687_4.region001	terpene	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_464.c00087_NODE_40...region001	T3PKS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_87.c00001_NODE_1_...region002	T1PKS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_31.c00004_NODE_31...region001	ranthipeptide	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_170.c00106_NODE_32...region001	siderophore	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_276.c00016_NODE_47...region001	betalactone	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK1045_8.region001	terpene	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_82.c00002_NODE_2_...region001	NAPAA	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK942_3.region001	ectoine	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_256.c00120_NODE_23...region001	T1PKS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_305.c00011_NODE_24...region002	terpene	10.5023637027	1.0	S033	Moist_Um
LKMN002-3-90_S289	LK1116_5.region001	T3PKS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK930_6.region001	terpene	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK1055_14.region001	T3PKS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	LK1306_1.region001	RRE-containing	8.1134034771	1.0	S033	Moist_Um
LKMN002-3-90_S289	LK1093_1.region001	terpene	8.48659441748	1.0	S033	Moist_Um
LKMN002-3-90_S289	SMGC_244.c00002_NODE_2_...region001	T3PKS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_170.c00031_NODE_46...region001	RiPP-like	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_45.c00101_NODE_12...region001	T3PKS	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_53.c00101_NODE_18...region001	RiPP-like	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_332.c01355_NODE_15...region001	NRPS-like	NA	NA	S033	Moist_Um
LKMN002-3-90_S289	SMGC_332.c00824_NODE_99...region001	T1PKS	NA	NA	S033	Moist_Um
LKMB002-2-053_S144	LK1289_14.region001	T1PKS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1021_6.region001	betalactone	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_590.c00035_NODE_48...region001	T3PKS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_436.c00076_NODE_14...region001	RRE-containing	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_538.c00020_NODE_31...region001	RiPP-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_286.c00029_NODE_52...region001	NRPS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_490.c00021_NODE_32...region001	butyrolactone	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK441_6.region001	betalactone	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_469.c00008_NODE_30...region001	ectoine	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1176_15.region001	betalactone	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_278.c00258_NODE_48...region001	RiPP-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1045_40.region001	ectoine	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK960_53.region001	arylpolyene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1055_9.region001	terpene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_323.c00006_NODE_8_...region001	NRPS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1270_7.region001	NAPAA	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1246_21.region001	siderophore	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_338.c00005_NODE_15...region001	T3PKS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK523_3.region001	NRPS	14.1746222712	1.0	S019	Moist_Na
LKMB002-2-053_S144	LK1147_1.region001	terpene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_45.c00001_NODE_20...region001	ranthipeptide	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK948_6.region002	terpene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1137_29.region001	RiPP-like	10.6128096497	1.0	S019	Moist_Na
LKMB002-2-053_S144	SMGC_332.c01839_NODE_21...region001	siderophore	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_271.c00005_NODE_7_...region001	NAPAA	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_243.c00044_NODE_44...region001	RiPP-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_487.c00091_NODE_68...region001	NRPS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_103.c00020_NODE_38...region001	T1PKS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_506.c00002_NODE_18...region002	redox-cofactor	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_219.c00003_NODE_15...region001	lanthipeptide-class-i	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1015_2.region003	terpene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_184.c00038_NODE_94...region001	RiPP-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1255_4.region001	NRPS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK430_33.region001	NAPAA	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK941_25.region001	RRE-containing	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_436.c00053_NODE_11...region001	ranthipeptide	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_271.c00033_NODE_45...region001	terpene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_86.c00019_NODE_19...region001	NRPS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_20.c00006_NODE_19...region002	lanthipeptide-class-v	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_496.c00325_NODE_32...region001	arylpolyene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_163.c00167_NODE_26...region001	RiPP-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK952_6.region001	RiPP-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK930_10.region001	NAPAA	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1382_15.region001	siderophore	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1134_11.region001	siderophore	13.3148108348	1.0	S019	Moist_Na
LKMB002-2-053_S144	SMGC_475.c00064_NODE_19...region001	betalactone	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1334_12.region001	lanthipeptide-class-iii	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_55.c00022_NODE_11...region001	RiPP-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_336.c00006_NODE_43...region001	T3PKS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_616.c00006_NODE_30...region001	NRPS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_356.c00003_NODE_3_...region002	hybrid	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_332.c01223_NODE_14...region001	NRPS-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_170.c00025_NODE_27...region001	betalactone	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_170.c00051_NODE_81...region001	siderophore	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK444_9.region001	NAPAA	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1289_29.region001	RiPP-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_210.c00156_NODE_22...region001	siderophore	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_184.c00005_NODE_18...region001	thiopeptide	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_286.c00013_NODE_29...region001	lanthipeptide-class-i	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK948_6.region001	NAPAA	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_38.c00055_NODE_58...region001	RiPP-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1255_2.region002	hybrid	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_506.c00011_NODE_75...region001	NRPS-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK946_11.region001	T1PKS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_103.c00014_NODE_17...region001	NRPS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_213.c00040_NODE_11...region001	NRPS	11.3389340205	0.867626474705	S019	Moist_Na
LKMB002-2-053_S144	LK1091_5.region001	siderophore	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK719_26.region001	ectoine	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_91.c00002_NODE_2_...region001	NRPS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_190.c00024_NODE_32...region001	RiPP-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_469.c00275_NODE_58...region001	terpene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1176_18.region001	NAPAA	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_286.c00062_NODE_10...region001	cyclic-lactone-autoinducer	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1134_5.region001	terpene	11.6773363129	1.0	S019	Moist_Na
LKMB002-2-053_S144	LK1255_1.region001	lanthipeptide-class-i	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_286.c00054_NODE_94...region001	lanthipeptide-class-v	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK434_2.region002	NRPS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK687_4.region001	terpene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_464.c00087_NODE_40...region001	T3PKS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_87.c00001_NODE_1_...region002	T1PKS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_31.c00004_NODE_31...region001	ranthipeptide	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_170.c00106_NODE_32...region001	siderophore	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_276.c00016_NODE_47...region001	betalactone	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1045_8.region001	terpene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_82.c00002_NODE_2_...region001	NAPAA	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK942_3.region001	ectoine	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_256.c00120_NODE_23...region001	T1PKS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_305.c00011_NODE_24...region002	terpene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1116_5.region001	T3PKS	12.3968197276	1.0	S019	Moist_Na
LKMB002-2-053_S144	LK930_6.region001	terpene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1055_14.region001	T3PKS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1306_1.region001	RRE-containing	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	LK1093_1.region001	terpene	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_244.c00002_NODE_2_...region001	T3PKS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_170.c00031_NODE_46...region001	RiPP-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_45.c00101_NODE_12...region001	T3PKS	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_53.c00101_NODE_18...region001	RiPP-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_332.c01355_NODE_15...region001	NRPS-like	NA	NA	S019	Moist_Na
LKMB002-2-053_S144	SMGC_332.c00824_NODE_99...region001	T1PKS	NA	NA	S019	Moist_Na
LKMN002-3-23_S226	LK1289_14.region001	T1PKS	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1021_6.region001	betalactone	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_590.c00035_NODE_48...region001	T3PKS	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_436.c00076_NODE_14...region001	RRE-containing	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_538.c00020_NODE_31...region001	RiPP-like	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_286.c00029_NODE_52...region001	NRPS	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_490.c00021_NODE_32...region001	butyrolactone	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK441_6.region001	betalactone	8.86470156609	0.800227660785	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_469.c00008_NODE_30...region001	ectoine	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1176_15.region001	betalactone	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_278.c00258_NODE_48...region001	RiPP-like	11.8586583241	1.0	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1045_40.region001	ectoine	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK960_53.region001	arylpolyene	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1055_9.region001	terpene	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_323.c00006_NODE_8_...region001	NRPS	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1270_7.region001	NAPAA	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1246_21.region001	siderophore	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_338.c00005_NODE_15...region001	T3PKS	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK523_3.region001	NRPS	10.916707096	0.998464544947	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1147_1.region001	terpene	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_45.c00001_NODE_20...region001	ranthipeptide	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK948_6.region002	terpene	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1137_29.region001	RiPP-like	9.93764663121	1.0	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_332.c01839_NODE_21...region001	siderophore	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_271.c00005_NODE_7_...region001	NAPAA	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_243.c00044_NODE_44...region001	RiPP-like	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_487.c00091_NODE_68...region001	NRPS	10.6708754908	0.833887043189	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_103.c00020_NODE_38...region001	T1PKS	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_506.c00002_NODE_18...region002	redox-cofactor	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_219.c00003_NODE_15...region001	lanthipeptide-class-i	9.3568057231	0.878663003663	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1015_2.region003	terpene	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_184.c00038_NODE_94...region001	RiPP-like	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1255_4.region001	NRPS	8.8876991839	0.97851262732	S027	Sebaceous_Al
LKMN002-3-23_S226	LK430_33.region001	NAPAA	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK941_25.region001	RRE-containing	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_436.c00053_NODE_11...region001	ranthipeptide	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_271.c00033_NODE_45...region001	terpene	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_86.c00019_NODE_19...region001	NRPS	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_20.c00006_NODE_19...region002	lanthipeptide-class-v	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_496.c00325_NODE_32...region001	arylpolyene	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_163.c00167_NODE_26...region001	RiPP-like	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK952_6.region001	RiPP-like	5.78633823276	0.8	S027	Sebaceous_Al
LKMN002-3-23_S226	LK930_10.region001	NAPAA	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1382_15.region001	siderophore	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1134_11.region001	siderophore	10.3161761474	1.0	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_475.c00064_NODE_19...region001	betalactone	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1334_12.region001	lanthipeptide-class-iii	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_55.c00022_NODE_11...region001	RiPP-like	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_336.c00006_NODE_43...region001	T3PKS	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_616.c00006_NODE_30...region001	NRPS	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_356.c00003_NODE_3_...region002	hybrid	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_332.c01223_NODE_14...region001	NRPS-like	10.6833405384	0.889451476793	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_170.c00025_NODE_27...region001	betalactone	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_170.c00051_NODE_81...region001	siderophore	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK444_9.region001	NAPAA	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1289_29.region001	RiPP-like	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_210.c00156_NODE_22...region001	siderophore	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_184.c00005_NODE_18...region001	thiopeptide	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_286.c00013_NODE_29...region001	lanthipeptide-class-i	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK948_6.region001	NAPAA	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_38.c00055_NODE_58...region001	RiPP-like	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK1255_2.region002	hybrid	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_506.c00011_NODE_75...region001	NRPS-like	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	LK946_11.region001	T1PKS	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_103.c00014_NODE_17...region001	NRPS	NA	NA	S027	Sebaceous_Al
LKMN002-3-23_S226	SMGC_213.c00040_NODE_11...region001	NRPS	15.2858229221	1.0	S027	Sebaceous_Al
