#BGC Name	Clan Number	Family Number
LKMB002-1-14-S18_c00597_NODE_59...region001	4090	2783
LKMB002-1-19-S23_c01268_NODE_12...region001	4090	2783
LKMB002-1-38-S42_c00754_NODE_75...region001	4090	2783
LKMB002-1-47-S51_c00907_NODE_90...region001	4090	2783
LKMB002-1-54-S159_c00394_NODE_39...region001	4090	2783
LKMB002-1-55-S160_c00229_NODE_22...region001	4090	2783
LKMB002-1-04-S8_c00726_NODE_72...region001	4090	2788
LKMB002-1-08-S12_c00576_NODE_57...region001	4090	2788
LKMB002-1-14-S18_c01503_NODE_15...region001	4090	2788
LKMB002-1-48-S52_c03021_NODE_30...region001	4090	2788
LKMB002-1-15-S19_c00046_NODE_46...region001	4090	2800
LKMB002-1-23-S27_c00148_NODE_14...region001	4090	2800
LKMB002-1-23-S27_c00564_NODE_56...region001	4090	2800
LKMB002-1-56-S55_c00032_NODE_32...region001	4090	2800
LKMB002-1-73-S72_c00125_NODE_12...region001	4090	2800
LKMB002-2-010-S101_c00040_NODE_40...region001	4090	2800
LKMB002-2-018-S109_c00655_NODE_65...region001	4090	2800
LKMB002-2-018-S109_c01037_NODE_10...region001	4090	2800
LKMB002-2-034-S125_c00009_NODE_9_...region001	4090	2800
LKMN002-3-37-S240_c00112_NODE_11...region001	4090	2800
LKMN002-3-37-S240_c00206_NODE_20...region001	4090	2800
LKMN002-3-46-S245_c00407_NODE_40...region001	4090	2800
LKMN002-3-73-S272_c00032_NODE_32...region001	4090	2800
LKMN002-3-73-S272_c00670_NODE_67...region001	4090	2800
LKMN002-3-82-S281_c00124_NODE_12...region001	4090	2800
LKMN002-3-82-S281_c00244_NODE_24...region001	4090	2800
LKMB002-1-15-S19_c00113_NODE_11...region001	4090	2802
LKMB002-1-15-S19_c00153_NODE_15...region001	4090	2804
LKMB002-1-41-S45_c00121_NODE_12...region001	4090	2804
LKMB002-1-81-S80_c00195_NODE_19...region001	4090	2804
LKMB002-2-019-S110_c00046_NODE_46...region001	4090	2804
LKMB002-2-034-S125_c00116_NODE_11...region001	4090	2804
LKMB002-2-035-S126_c00200_NODE_20...region001	4090	2804
LKMB002-2-044-S135_c00073_NODE_73...region001	4090	2804
LKMB002-2-094-S201_c00135_NODE_13...region001	4090	2804
LKMN002-3-05-S208_c00135_NODE_13...region001	4090	2804
LKMN002-3-37-S240_c00088_NODE_88...region001	4090	2804
LKMN002-3-83-S282_c00120_NODE_12...region001	4090	2804
LKMB002-1-15-S19_c00518_NODE_51...region001	4090	2808
LKMB002-1-89-S88_c03006_NODE_30...region001	4090	2808
LKMB002-1-95-S94_c00799_NODE_79...region001	4090	2808
LKMB002-2-010-S101_c00781_NODE_78...region001	4090	2808
LKMB002-2-043-S134_c02508_NODE_25...region001	4090	2808
LKMB002-2-044-S135_c00262_NODE_26...region001	4090	2808
LKMB002-2-044-S135_c00399_NODE_39...region001	4090	2808
LKMN002-3-04-S207_c01310_NODE_13...region001	4090	2808
LKMB002-1-15-S19_c00869_NODE_86...region001	4090	2811
LKMB002-1-32-S36_c01040_NODE_10...region001	4090	2811
LKMB002-1-48-S52_c01403_NODE_14...region001	4090	2811
LKMB002-1-89-S88_c00003_NODE_3_...region001	4090	2811
LKMB002-2-052-S143_c00659_NODE_65...region001	4090	2811
LKMN002-3-90-S289_c00197_NODE_19...region001	4090	2811
LKMB002-1-15-S19_c04908_NODE_49...region001	4090	2827
LKMB002-1-17-S21_c00151_NODE_15...region001	4090	2837
LKMB002-1-50-S54_c00248_NODE_24...region001	4090	2837
LKMB002-2-078-S185_c00381_NODE_38...region001	4090	2837
LKMB002-2-081-S188_c00163_NODE_16...region001	4090	2837
LKMN002-3-49-S248_c00182_NODE_18...region001	4090	2837
LKMN002-3-67-S266_c00044_NODE_44...region001	4090	2837
LKMB002-1-17-S21_c00333_NODE_33...region001	4090	2840
LKMB002-1-17-S21_c02432_NODE_24...region001	4090	2850
LKMB002-1-17-S21_c03129_NODE_31...region001	4090	2851
LKMB002-1-19-S23_c00246_NODE_24...region001	4090	2866
LKMB002-1-19-S23_c00382_NODE_38...region001	4090	2869
LKMB002-1-19-S23_c03989_NODE_39...region001	4090	2887
LKMB002-1-19-S23_c05566_NODE_55...region001	4090	2893
LKMB002-1-19-S23_c05843_NODE_58...region001	4090	2894
LKMB002-1-46-S50_c05164_NODE_51...region001	4090	2894
LKMB002-1-51-S156_c00526_NODE_52...region001	4090	2894
LKMB002-1-71-S70_c02684_NODE_26...region001	4090	2894
LKMB002-1-73-S72_c02740_NODE_27...region001	4090	2894
LKMB002-1-84-S83_c00290_NODE_29...region001	4090	2894
LKMB002-1-96-S95_c01412_NODE_14...region001	4090	2894
LKMB002-2-001-S96_c00719_NODE_71...region001	4090	2894
LKMB002-2-019-S110_c01464_NODE_14...region001	4090	2894
LKMB002-2-019-S110_c01635_NODE_16...region001	4090	2894
LKMB002-2-019-S110_c01680_NODE_16...region001	4090	2894
LKMB002-2-044-S135_c01341_NODE_13...region001	4090	2894
LKMB002-2-067-S174_c02422_NODE_24...region001	4090	2894
LKMB002-2-092-S199_c01041_NODE_10...region001	4090	2894
LKMB002-2-094-S201_c00839_NODE_83...region001	4090	2894
LKMB002-2-094-S201_c01086_NODE_10...region001	4090	2894
LKMN002-3-12-S215_c00898_NODE_89...region001	4090	2894
LKMN002-3-13-S216_c02358_NODE_23...region001	4090	2894
LKMN002-3-15-S218_c00170_NODE_17...region001	4090	2894
LKMN002-3-37-S240_c00995_NODE_99...region001	4090	2894
LKMN002-3-70-S269_c02219_NODE_22...region001	4090	2894
LKMN002-3-90-S289_c05352_NODE_53...region001	4090	2894
LKMB002-1-14-S18_c01367_NODE_13...region001	4090	2895
LKMB002-1-19-S23_c05888_NODE_58...region001	4090	2895
LKMB002-1-31-S35_c01495_NODE_14...region001	4090	2895
LKMB002-1-46-S50_c05638_NODE_56...region001	4090	2895
LKMB002-1-19-S23_c08733_NODE_87...region001	4090	2901
LKMB002-1-11-S15_c06083_NODE_60...region001	4090	2902
LKMB002-1-19-S23_c08926_NODE_89...region001	4090	2902
LKMB002-1-30-S34_c00883_NODE_88...region001	4090	2902
LKMB002-1-49-S53_c00444_NODE_44...region001	4090	2902
LKMB002-2-002-S161_c19231_NODE_19...region001	4090	2902
LKMB002-2-018-S109_c06747_NODE_67...region001	4090	2902
LKMB002-2-030-S121_c01588_NODE_15...region001	4090	2902
LKMN002-3-02-S205_c06441_NODE_64...region001	4090	2902
LKMN002-3-40-S167_c04094_NODE_40...region001	4090	2902
LKMN002-3-81-S280_c02498_NODE_24...region001	4090	2902
LKMB002-1-01-S5_c00451_NODE_45...region001	4090	2928
LKMB002-1-05-S9_c01541_NODE_15...region001	4090	2928
LKMB002-1-06-S10_c01039_NODE_10...region001	4090	2928
LKMB002-1-07-S11_c02810_NODE_28...region001	4090	2928
LKMB002-1-21-S25_c00836_NODE_83...region001	4090	2928
LKMB002-1-46-S50_c01888_NODE_18...region001	4090	2928
LKMB002-1-14-S18_c01718_NODE_17...region001	4090	2930
LKMB002-1-15-S19_c01974_NODE_19...region001	4090	2930
LKMB002-1-21-S25_c01238_NODE_12...region001	4090	2930
LKMB002-1-31-S35_c02871_NODE_28...region001	4090	2930
LKMB002-1-38-S42_c00092_NODE_92...region001	4090	2930
LKMB002-1-38-S42_c02211_NODE_22...region001	4090	2930
LKMB002-1-46-S50_c01484_NODE_14...region001	4090	2930
LKMB002-1-47-S51_c01368_NODE_13...region001	4090	2930
LKMB002-1-01-S5_c00524_NODE_52...region001	4090	2932
LKMB002-1-21-S25_c01266_NODE_12...region001	4090	2932
LKMB002-1-31-S35_c05826_NODE_58...region001	4090	2932
LKMB002-1-46-S50_c06220_NODE_62...region001	4090	2932
LKMB002-1-54-S159_c00632_NODE_63...region001	4090	2932
LKMB002-1-21-S25_c01626_NODE_16...region001	4090	2934
LKMB002-1-20-S24_c03530_NODE_35...region001	4090	2935
LKMB002-1-21-S25_c01653_NODE_16...region001	4090	2935
LKMB002-1-62-S61_c02062_NODE_20...region001	4090	2935
LKMB002-1-75-S74_c00182_NODE_18...region001	4090	2935
LKMB002-2-002-S161_c03140_NODE_31...region001	4090	2935
LKMB002-2-027-S118_c00339_NODE_33...region001	4090	2935
LKMB002-2-047-S138_c01619_NODE_16...region001	4090	2935
LKMB002-2-052-S143_c05887_NODE_58...region001	4090	2935
LKMB002-2-069-S176_c00548_NODE_54...region001	4090	2935
LKMN002-3-13-S216_c01184_NODE_11...region001	4090	2935
LKMN002-3-65-S264_c00475_NODE_47...region001	4090	2935
LKMN002-3-68-S267_c00653_NODE_65...region001	4090	2935
LKMN002-3-85-S284_c00782_NODE_78...region001	4090	2935
LKMB002-1-06-S10_c01971_NODE_19...region001	4090	2937
LKMB002-1-21-S25_c02401_NODE_24...region001	4090	2937
LKMB002-1-21-S25_c03048_NODE_30...region001	4090	2939
LKMB002-1-31-S35_c01357_NODE_13...region001	4090	2939
LKMB002-1-48-S52_c04166_NODE_41...region001	4090	2939
LKMB002-1-04-S8_c00015_NODE_15...region001	4090	2942
LKMB002-1-05-S9_c00036_NODE_36...region001	4090	2942
LKMB002-1-06-S10_c00271_NODE_27...region001	4090	2942
LKMB002-1-07-S11_c00865_NODE_86...region001	4090	2942
LKMB002-1-08-S12_c00743_NODE_74...region001	4090	2942
LKMB002-1-14-S18_c00072_NODE_72...region001	4090	2942
LKMB002-1-15-S19_c01027_NODE_10...region001	4090	2942
LKMB002-1-19-S23_c00299_NODE_29...region001	4090	2942
LKMB002-1-20-S24_c00664_NODE_66...region001	4090	2942
LKMB002-1-22-S26_c00011_NODE_11...region001	4090	2942
LKMB002-1-29-S33_c00051_NODE_51...region001	4090	2942
LKMB002-1-33-S37_c00033_NODE_33...region001	4090	2942
LKMB002-1-37-S41_c00070_NODE_70...region001	4090	2942
LKMB002-1-38-S42_c00136_NODE_13...region001	4090	2942
LKMB002-1-39-S43_c00279_NODE_27...region001	4090	2942
LKMB002-1-40-S44_c00089_NODE_89...region001	4090	2942
LKMB002-1-45-S49_c00124_NODE_12...region001	4090	2942
LKMB002-1-47-S51_c00210_NODE_21...region001	4090	2942
LKMB002-1-48-S52_c00523_NODE_52...region001	4090	2942
LKMB002-1-53-S158_c00418_NODE_41...region001	4090	2942
LKMB002-1-55-S160_c00028_NODE_28...region001	4090	2942
LKMB002-1-22-S26_c00019_NODE_19...region001	4090	2943
LKMB002-1-29-S33_c00019_NODE_19...region001	4090	2943
LKMB002-1-33-S37_c00075_NODE_75...region001	4090	2943
LKMB002-1-39-S43_c00039_NODE_39...region001	4090	2943
LKMB002-1-45-S49_c00056_NODE_56...region001	4090	2943
LKMB002-1-53-S158_c00036_NODE_36...region001	4090	2943
LKMB002-1-22-S26_c01220_NODE_12...region001	4090	2954
LKMB002-1-22-S26_c01337_NODE_13...region001	4090	2955
LKMB002-1-22-S26_c01482_NODE_14...region001	4090	2956
LKMB002-1-22-S26_c02161_NODE_21...region001	4090	2959
LKMB002-1-22-S26_c05760_NODE_57...region001	4090	2964
LKMB002-1-22-S26_c06369_NODE_63...region001	4090	2965
LKMB002-1-23-S27_c00007_NODE_7_...region001	4090	2967
LKMB002-2-010-S101_c00027_NODE_27...region001	4090	2967
LKMB002-2-034-S125_c00015_NODE_15...region001	4090	2967
LKMB002-1-23-S27_c00027_NODE_27...region001	4090	2970
LKMB002-1-23-S27_c00158_NODE_15...region001	4090	2979
LKMB002-1-23-S27_c00214_NODE_21...region001	4090	2979
LKMN002-3-64-S263_c00867_NODE_86...region001	4090	2979
LKMB002-1-23-S27_c00332_NODE_33...region001	4090	2984
LKMB002-1-23-S27_c01002_NODE_10...region001	4090	2995
LKMB002-1-15-S19_c02159_NODE_21...region001	4090	3003
LKMB002-1-23-S27_c01914_NODE_19...region001	4090	3003
LKMB002-1-66-S65_c00427_NODE_42...region001	4090	3003
LKMB002-1-66-S65_c00434_NODE_43...region001	4090	3003
LKMB002-1-71-S70_c00420_NODE_42...region001	4090	3003
LKMB002-2-034-S125_c01066_NODE_10...region001	4090	3003
LKMB002-1-23-S27_c02440_NODE_24...region001	4090	3006
LKMB002-1-73-S72_c04786_NODE_47...region001	4090	3006
LKMB002-2-018-S109_c03341_NODE_33...region001	4090	3006
LKMB002-2-041-S132_c04995_NODE_49...region001	4090	3006
LKMB002-2-058-S149_c00923_NODE_92...region001	4090	3006
LKMN002-3-46-S245_c01787_NODE_17...region001	4090	3006
BGC0000308	4090	3012
LKMB002-1-25-S29_c00005_NODE_5_...region002	4090	3012
LKMN002-3-50-S249_c00005_NODE_5_...region001	4090	3012
BGC0001618	4090	3016
LKMB002-1-25-S29_c00049_NODE_49...region001	4090	3016
LKMB002-1-25-S29_c00208_NODE_20...region001	4090	3021
LKMB002-1-25-S29_c00321_NODE_32...region001	4090	3025
LKMB002-1-25-S29_c00342_NODE_34...region001	4090	3027
LKMB002-2-035-S126_c01124_NODE_11...region001	4090	3027
LKMB002-1-25-S29_c00571_NODE_57...region001	4090	3029
LKMB002-2-035-S126_c00141_NODE_14...region001	4090	3029
LKMB002-1-25-S29_c00576_NODE_57...region001	4090	3030
LKMB002-2-035-S126_c00351_NODE_35...region001	4090	3030
LKMN002-3-80-S279_c00611_NODE_61...region001	4090	3030
LKMB002-1-25-S29_c00624_NODE_62...region001	4090	3033
LKMB002-1-19-S23_c02896_NODE_28...region001	4090	3037
LKMB002-1-25-S29_c00810_NODE_81...region001	4090	3037
LKMB002-1-25-S29_c01145_NODE_11...region001	4090	3040
LKMB002-1-11-S15_c00601_NODE_60...region001	4090	3042
LKMB002-1-25-S29_c01183_NODE_11...region001	4090	3042
LKMB002-1-25-S29_c01372_NODE_13...region001	4090	3045
BGC0000944	4090	3046
LKMB002-1-07-S11_c01626_NODE_16...region001	4090	3046
LKMB002-1-09-S13_c00487_NODE_48...region001	4090	3046
LKMB002-1-11-S15_c01672_NODE_16...region001	4090	3046
LKMB002-1-25-S29_c01472_NODE_14...region001	4090	3046
LKMB002-2-012-S103_c00195_NODE_19...region001	4090	3046
LKMN002-3-77-S276_c00588_NODE_58...region001	4090	3046
LKMN002-3-78-S277_c01278_NODE_12...region001	4090	3046
LKMB002-1-25-S29_c01550_NODE_15...region001	4090	3048
LKMB002-1-25-S29_c01980_NODE_19...region001	4090	3052
LKMB002-2-042-S133_c00210_NODE_21...region001	4090	3052
LKMB002-1-25-S29_c01983_NODE_19...region001	4090	3053
LKMB002-1-25-S29_c02388_NODE_23...region001	4090	3057
LKMB002-2-011-S102_c00185_NODE_18...region001	4090	3057
LKMB002-2-014-S105_c00478_NODE_47...region001	4090	3057
LKMN002-3-13-S216_c00425_NODE_42...region001	4090	3057
LKMN002-3-65-S264_c00212_NODE_21...region001	4090	3057
LKMN002-3-77-S276_c01728_NODE_17...region001	4090	3057
LKMB002-1-25-S29_c02870_NODE_28...region001	4090	3060
LKMB002-1-28-S32_c02944_NODE_29...region001	4090	3060
LKMB002-1-47-S51_c02277_NODE_22...region001	4090	3060
LKMB002-2-002-S161_c07967_NODE_79...region001	4090	3060
LKMN002-3-04-S207_c04003_NODE_40...region001	4090	3060
LKMN002-3-05-S208_c00658_NODE_65...region001	4090	3060
LKMN002-3-35-S238_c00888_NODE_88...region001	4090	3060
LKMN002-3-79-S278_c01469_NODE_14...region001	4090	3060
LKMB002-1-23-S27_c01181_NODE_11...region001	4090	3061
LKMB002-1-25-S29_c02879_NODE_28...region001	4090	3061
LKMB002-1-82-S81_c00767_NODE_76...region001	4090	3061
LKMB002-2-019-S110_c00920_NODE_92...region001	4090	3061
LKMB002-2-035-S126_c00812_NODE_81...region001	4090	3061
LKMN002-3-13-S216_c00263_NODE_26...region001	4090	3061
LKMN002-3-29-S232_c00489_NODE_48...region001	4090	3061
LKMN002-3-46-S245_c01384_NODE_13...region001	4090	3061
LKMN002-3-74-S273_c00598_NODE_59...region001	4090	3061
LKMN002-3-83-S282_c01248_NODE_12...region001	4090	3061
LKMB002-1-25-S29_c02949_NODE_29...region001	4090	3062
LKMB002-1-25-S29_c03734_NODE_37...region001	4090	3065
LKMB002-1-67-S66_c00222_NODE_22...region001	4090	3065
LKMB002-1-73-S72_c04502_NODE_45...region001	4090	3065
LKMB002-1-83-S82_c03655_NODE_36...region001	4090	3065
LKMB002-2-001-S96_c01393_NODE_13...region001	4090	3065
LKMB002-2-012-S103_c00994_NODE_99...region001	4090	3065
LKMB002-2-017-S108_c00613_NODE_61...region001	4090	3065
LKMB002-2-027-S118_c00236_NODE_23...region001	4090	3065
LKMB002-2-067-S174_c00901_NODE_90...region001	4090	3065
LKMB002-2-079-S186_c00851_NODE_85...region001	4090	3065
LKMN002-3-04-S207_c01896_NODE_18...region001	4090	3065
LKMN002-3-58-S257_c00970_NODE_97...region001	4090	3065
LKMN002-3-59-S258_c02308_NODE_23...region001	4090	3065
LKMN002-3-67-S266_c00780_NODE_78...region001	4090	3065
LKMN002-3-69-S268_c01148_NODE_11...region001	4090	3065
LKMB002-1-25-S29_c04418_NODE_44...region001	4090	3067
LKMB002-1-82-S81_c00077_NODE_77...region001	4090	3067
LKMB002-2-035-S126_c04737_NODE_47...region001	4090	3067
LKMB002-2-067-S174_c00151_NODE_15...region001	4090	3067
LKMN002-3-05-S208_c02478_NODE_24...region001	4090	3067
LKMB002-1-25-S29_c04869_NODE_48...region001	4090	3069
LKMB002-1-25-S29_c05176_NODE_51...region001	4090	3070
