assembly_id	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree
LK1112	NA	73	73	98.65	0.00	66	Yes
LK1113	NA	72	71	97.30	1.35	69	Yes
LK1116	NA	74	73	100.00	1.35	65	Yes
LK1117	NA	72	71	97.30	1.35	68	Yes
LK1118	NA	74	73	100.00	2.70	68	Yes
LK1120	NA	69	69	93.24	0.00	63	Yes
LK1121	NA	73	71	98.65	2.70	68	Yes
LK1128	NA	73	72	98.65	1.35	69	Yes
LK1134	NA	73	72	98.65	1.35	70	Yes
LK1136	NA	74	73	100.00	1.35	65	Yes
LK1137	NA	74	74	100.00	0.00	66	Yes
LK1138	NA	74	73	100.00	1.35	65	Yes
LK1139	NA	73	73	98.65	0.00	66	Yes
LK1140	NA	73	73	98.65	0.00	66	Yes
LK1145	NA	74	73	100.00	1.35	71	Yes
LK1147	NA	72	70	97.30	2.70	68	Yes
LK1157	NA	73	73	98.65	0.00	66	Yes
LK1159	NA	72	71	97.30	1.35	68	Yes
LK1167	NA	74	73	100.00	1.35	65	Yes
LK1172	NA	74	73	100.00	1.35	65	Yes
LK1173	NA	72	71	97.30	1.35	68	Yes
LK1176	NA	74	73	100.00	1.35	69	Yes
LK1188	NA	74	74	100.00	0.00	68	Yes
LK1198	NA	73	73	98.65	0.00	66	Yes
LK1204	NA	71	70	95.95	1.35	62	Yes
LK1206	NA	73	71	98.65	2.70	69	Yes
LK1207	NA	71	70	95.95	1.35	68	Yes
LK1208	NA	73	72	98.65	1.35	70	Yes
LK1224	NA	72	71	97.30	1.35	69	Yes
LK1231	NA	73	72	98.65	1.35	70	Yes
LK1232	NA	73	73	98.65	0.00	66	Yes
LK1237	NA	74	73	100.00	1.35	67	Yes
LK1239	NA	74	73	100.00	1.35	71	Yes
LK1244	NA	74	73	100.00	1.35	68	Yes
LK1245	NA	74	72	100.00	2.70	69	Yes
LK1246	NA	73	73	98.65	0.00	68	Yes
LK1247	NA	74	73	100.00	1.35	71	Yes
LK1249	NA	73	70	98.65	4.05	69	Yes
LK1250	NA	73	72	98.65	1.35	65	Yes
LK1252	NA	74	74	100.00	0.00	70	Yes
LK1255	NA	74	73	100.00	2.70	65	Yes
LK1256	NA	72	70	97.30	2.70	68	Yes
LK1257	NA	74	74	100.00	0.00	71	Yes
LK1259	NA	71	70	95.95	1.35	65	Yes
LK1263	NA	74	73	100.00	1.35	68	Yes
LK1264	NA	74	73	100.00	1.35	65	Yes
LK1266	NA	71	69	95.95	2.70	68	Yes
LK1267	NA	73	71	98.65	2.70	70	Yes
LK1268	NA	72	70	97.30	2.70	68	Yes
LK1269	NA	74	73	100.00	1.35	71	Yes
LK1270	NA	74	73	100.00	1.35	71	Yes
LK1272	NA	74	73	100.00	1.35	70	Yes
LK1274	NA	72	70	97.30	2.70	68	Yes
LK1275	NA	73	71	98.65	2.70	69	Yes
LK1277	NA	73	71	98.65	2.70	68	Yes
LK1278	NA	73	70	98.65	4.05	69	Yes
LK1279	NA	74	74	100.00	0.00	69	Yes
LK1281	NA	74	73	100.00	1.35	68	Yes
LK1282	NA	74	73	100.00	1.35	68	Yes
LK1283	NA	73	72	98.65	1.35	70	Yes
LK1284	NA	74	73	100.00	1.35	68	Yes
LK1285	NA	74	73	100.00	1.35	68	Yes
LK1287	NA	74	73	100.00	1.35	68	Yes
LK1288	NA	74	72	100.00	2.70	69	Yes
LK1289	NA	73	72	98.65	1.35	69	Yes
LK1301	NA	73	72	98.65	1.35	70	Yes
LK1302	NA	73	72	98.65	1.35	66	Yes
LK1306	NA	72	72	97.30	0.00	70	Yes
LK1311	NA	74	73	100.00	2.70	68	Yes
LK1312	NA	74	72	100.00	2.70	71	Yes
LK1321	NA	69	68	93.24	1.35	67	Yes
LK1330	NA	72	71	97.30	1.35	69	Yes
LK1334	NA	73	71	98.65	2.70	69	Yes
LK1335	NA	61	60	82.43	1.35	59	Yes
LK1337	NA	72	71	97.30	1.35	66	Yes
LK1346	NA	74	73	100.00	1.35	70	Yes
LK1347	NA	74	74	100.00	0.00	71	Yes
LK1348	NA	73	72	98.65	1.35	69	Yes
LK1350	NA	73	71	98.65	2.70	65	Yes
LK1351	NA	74	74	100.00	0.00	69	Yes
LK1352	NA	72	72	97.30	0.00	69	Yes
LK1358	NA	74	73	100.00	1.35	70	Yes
LK1360	NA	72	71	97.30	1.35	69	Yes
LK1362	NA	74	73	100.00	1.35	70	Yes
LK1363	NA	73	72	98.65	1.35	70	Yes
LK1366	NA	74	73	100.00	1.35	71	Yes
LK1367	NA	74	73	100.00	1.35	70	Yes
LK1379	NA	72	71	97.30	1.35	69	Yes
LK1380	NA	72	71	97.30	1.35	69	Yes
LK1382	NA	73	72	98.65	1.35	70	Yes
LK1383	NA	73	72	98.65	1.35	70	Yes
LK1384	NA	73	73	98.65	0.00	71	Yes
LK1386	NA	74	72	100.00	2.70	70	Yes
LK1390	NA	73	72	98.65	1.35	70	Yes
LK1392	NA	72	70	97.30	2.70	68	Yes
LK1393	NA	72	72	97.30	0.00	70	Yes
LK1397	NA	73	72	98.65	1.35	69	Yes
LK1400	NA	70	69	94.59	1.35	67	Yes
LK1402	NA	73	72	98.65	1.35	70	Yes
LK1403	NA	72	68	97.30	5.41	61	Yes
LK1404	NA	73	72	98.65	1.35	65	Yes
LK400	NA	72	72	97.30	0.00	70	Yes
LK401	NA	74	73	100.00	1.35	65	Yes
LK402	NA	73	72	98.65	1.35	70	Yes
LK405	NA	74	72	100.00	2.70	66	Yes
LK408	NA	71	69	95.95	2.70	66	Yes
LK409	NA	72	70	97.30	2.70	68	Yes
LK410	NA	72	71	97.30	1.35	69	Yes
LK411	NA	74	73	100.00	1.35	71	Yes
LK412	NA	71	70	95.95	1.35	66	Yes
LK413	NA	74	73	100.00	1.35	65	Yes
LK414	NA	74	73	100.00	1.35	65	Yes
LK415	NA	74	73	100.00	1.35	65	Yes
LK417	NA	74	74	100.00	0.00	66	Yes
LK419	NA	73	71	98.65	2.70	69	Yes
LK421	NA	71	69	95.95	2.70	58	Yes
LK426	NA	71	70	95.95	1.35	68	Yes
LK427	NA	73	71	98.65	2.70	69	Yes
LK428	NA	74	73	100.00	1.35	65	Yes
LK430	NA	73	71	98.65	2.70	69	Yes
LK432	NA	74	73	100.00	1.35	70	Yes
LK434	NA	74	74	100.00	0.00	71	Yes
LK439	NA	72	71	97.30	1.35	69	Yes
LK441	NA	73	73	98.65	0.00	70	Yes
LK442	NA	68	68	91.89	0.00	61	Yes
LK443	NA	73	73	98.65	0.00	71	Yes
LK444	NA	74	70	100.00	5.41	67	Yes
LK445	NA	74	74	100.00	0.00	66	Yes
LK455	NA	73	73	98.65	0.00	70	Yes
LK458	NA	70	70	94.59	0.00	63	Yes
LK459	NA	74	73	100.00	1.35	65	Yes
LK460	NA	74	73	100.00	1.35	65	Yes
LK464	NA	73	70	98.65	4.05	64	Yes
LK465	NA	74	73	100.00	1.35	71	Yes
LK466	NA	74	73	100.00	1.35	71	Yes
LK467	NA	72	72	97.30	0.00	70	Yes
LK469	NA	70	70	94.59	0.00	63	Yes
LK470	NA	74	73	100.00	1.35	65	Yes
LK478	NA	74	72	100.00	2.70	66	Yes
LK479	NA	74	70	100.00	5.41	61	Yes
LK485	NA	74	73	100.00	1.35	62	Yes
LK488	NA	72	71	97.30	1.35	67	Yes
LK489	NA	74	74	100.00	0.00	66	Yes
LK494	NA	72	72	97.30	0.00	65	Yes
LK500	NA	70	70	94.59	0.00	63	Yes
LK501	NA	70	70	94.59	0.00	63	Yes
LK508	NA	72	70	97.30	2.70	68	Yes
LK517	NA	72	71	97.30	1.35	69	Yes
LK518	NA	73	72	98.65	1.35	65	Yes
LK519	NA	74	73	100.00	1.35	70	Yes
LK522	NA	74	73	100.00	1.35	70	Yes
LK523	NA	74	74	100.00	0.00	66	Yes
LK524	NA	74	73	100.00	1.35	65	Yes
LK525	NA	70	70	94.59	0.00	63	Yes
LK526	NA	70	70	94.59	0.00	63	Yes
LK527	NA	68	68	91.89	0.00	61	Yes
LK533	NA	74	73	100.00	1.35	65	Yes
LK538	NA	71	71	95.95	0.00	67	Yes
LK540	NA	71	69	95.95	2.70	67	Yes
LK542	NA	73	72	98.65	1.35	70	Yes
LK553	NA	73	72	98.65	1.35	69	Yes
LK557	NA	74	74	100.00	0.00	71	Yes
LK561	NA	73	72	98.65	1.35	69	Yes
LK566	NA	73	71	98.65	2.70	69	Yes
LK569	NA	73	72	98.65	1.35	70	Yes
LK570	NA	69	69	93.24	0.00	62	Yes
LK572	NA	74	72	100.00	2.70	67	Yes
LK579	NA	70	69	94.59	1.35	64	Yes
LK583	NA	68	68	91.89	0.00	61	Yes
LK586	NA	74	73	100.00	1.35	71	Yes
LK588	NA	74	73	100.00	1.35	65	Yes
LK590	NA	74	73	100.00	1.35	65	Yes
LK591	NA	70	70	94.59	0.00	63	Yes
LK593	NA	74	73	100.00	1.35	65	Yes
LK595	NA	74	73	100.00	1.35	65	Yes
LK602	NA	74	73	100.00	1.35	65	Yes
LK604	NA	73	72	98.65	1.35	69	Yes
LK605	NA	74	73	100.00	1.35	65	Yes
LK610	NA	74	73	100.00	1.35	65	Yes
LK617	NA	72	68	97.30	5.41	61	Yes
LK619	NA	70	70	94.59	0.00	63	Yes
LK630	NA	74	73	100.00	1.35	66	Yes
LK639	NA	72	72	97.30	0.00	70	Yes
LK661	NA	73	71	98.65	2.70	69	Yes
LK666	NA	73	72	98.65	1.35	65	Yes
LK668	NA	73	72	98.65	1.35	65	Yes
LK669	NA	73	72	98.65	1.35	65	Yes
LK670	NA	63	63	85.14	0.00	57	Yes
LK671	NA	73	72	98.65	1.35	65	Yes
LK672	NA	74	73	100.00	1.35	70	Yes
LK679	NA	70	69	94.59	1.35	65	Yes
LK687	NA	74	73	100.00	1.35	70	Yes
LK694	NA	73	72	98.65	1.35	69	Yes
LK697	NA	73	71	98.65	2.70	69	Yes
LK698	NA	72	72	97.30	0.00	65	Yes
LK700	NA	74	73	100.00	1.35	70	Yes
LK704	NA	72	72	97.30	0.00	65	Yes
LK705	NA	73	71	98.65	2.70	69	Yes
LK712	NA	73	72	98.65	1.35	64	Yes
LK716	NA	73	72	98.65	1.35	65	Yes
LK719	NA	73	72	98.65	1.35	70	Yes
LK729	NA	74	73	100.00	1.35	65	Yes
LK792	NA	72	71	97.30	1.35	69	Yes
LK871	NA	74	73	100.00	1.35	71	Yes
LK894	NA	70	70	94.59	0.00	63	Yes
LK904	NA	73	71	98.65	4.05	69	Yes
LK930	NA	71	69	95.95	2.70	65	Yes
LK931	NA	74	73	100.00	1.35	69	Yes
LK934	NA	74	74	100.00	0.00	68	Yes
LK935	NA	72	71	97.30	1.35	67	Yes
LK936	NA	74	73	100.00	1.35	71	Yes
LK938	NA	72	71	97.30	1.35	66	Yes
LK941	NA	74	74	100.00	0.00	72	Yes
LK942	NA	74	73	100.00	1.35	70	Yes
LK945	NA	73	68	98.65	8.11	65	Yes
LK946	NA	74	73	100.00	1.35	69	Yes
LK948	NA	73	72	98.65	1.35	69	Yes
LK949	NA	71	70	95.95	1.35	69	Yes
LK950	NA	74	73	100.00	1.35	70	Yes
LK951	NA	74	73	100.00	1.35	70	Yes
LK952	NA	73	72	98.65	1.35	68	Yes
LK953	NA	74	72	100.00	2.70	65	Yes
LK955	NA	74	73	100.00	1.35	71	Yes
LK956	NA	74	73	100.00	1.35	71	Yes
LK960	NA	73	73	98.65	0.00	68	Yes
LK970	NA	73	71	98.65	2.70	69	Yes
LK975	NA	73	72	98.65	1.35	70	Yes
LK978	NA	71	70	95.95	1.35	68	Yes
LK984	NA	74	72	100.00	2.70	71	Yes
